State,Institute,Institute Type,Course,Quota,Hosp Beds,Course Fee,Stipend Year 1,Stipend Year 2,Stipend Year 3,Bond,Bond Penalty
Karnataka,"Subbaiah Institute of Medical Sciences, Shimoga",Private,MS ORTHOPAEDICS,Kar PC: Govt Quota-Open,980,783858,45000,50000,55000,1 years,5000000
Karnataka,"Subbaiah Institute of Medical Sciences, Shimoga",Private,MS ORTHOPAEDICS,Kar PC: NRI Quota,980,7515750,45000,50000,55000,1 years,5000000
Karnataka,"Subbaiah Institute of Medical Sciences, Shimoga",Private,MS ORTHOPAEDICS,Kar PC: Others (Inst Quota),980,7515750,45000,50000,55000,1 years,5000000
Karnataka,"Subbaiah Institute of Medical Sciences, Shimoga",Private,MS ORTHOPAEDICS,Kar PC: Pvt Seats,980,1388744,45000,50000,55000,1 years,5000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD ANAESTHESIOLOGY,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD ANAESTHESIOLOGY,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD ANAESTHESIOLOGY,TS MQ: MQ2 (NRI),500,6900000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD ANAESTHESIOLOGY,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD BIOCHEMISTRY,TS MQ: MQ1 (Open),500,170000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD BIOCHEMISTRY,TS MQ: MQ3 (Inst),500,648000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD DERMATOLOGY,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD DERMATOLOGY,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD GENERAL MEDICINE,TS CQ: InSer-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD GENERAL MEDICINE,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD GENERAL MEDICINE,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD GENERAL MEDICINE,TS MQ: MQ2 (NRI),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD GENERAL MEDICINE,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD MICROBIOLOGY,TS CQ: NS-Local,500,430000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD MICROBIOLOGY,TS MQ: MQ1 (Open),500,750000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD PAEDIATRICS,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD PAEDIATRICS,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD PAEDIATRICS,TS MQ: MQ2 (NRI),500,6900000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD PAEDIATRICS,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD PATHOLOGY,TS CQ: NS-Local,500,430000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD PATHOLOGY,TS MQ: MQ1 (Open),500,750000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD RADIODIAGNOSIS,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MD RADIODIAGNOSIS,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS GENERAL SURGERY,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS GENERAL SURGERY,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS GENERAL SURGERY,TS MQ: MQ2 (NRI),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS GENERAL SURGERY,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OBG,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OBG,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OBG,TS MQ: MQ2 (NRI),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OBG,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OPHTHALMOLOGY,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OPHTHALMOLOGY,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OPHTHALMOLOGY,TS MQ: MQ2 (NRI),500,6900000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS OPHTHALMOLOGY,TS MQ: MQ3 (Inst),500,7200000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS ORTHOPAEDICS,TS CQ: NS-Local,500,775000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS ORTHOPAEDICS,TS MQ: MQ1 (Open),500,2400000,58289,61528,64767,1 years,2000000
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,MS ORTHOPAEDICS,TS MQ: MQ2 (NRI),500,7200000,58289,61528,64767,1 years,2000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,Diploma in DERMATOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,Diploma in ENT,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD ANAESTHESIOLOGY,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD ANAESTHESIOLOGY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD ANAESTHESIOLOGY,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD ANAESTHESIOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD ANAESTHESIOLOGY,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD ANATOMY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD BIOCHEMISTRY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD BIOCHEMISTRY,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD BIOCHEMISTRY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD COMMUNITY MEDICINE,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD COMMUNITY MEDICINE,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD COMMUNITY MEDICINE,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD DERMATOLOGY,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD DERMATOLOGY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD DERMATOLOGY,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD DERMATOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD FORENSIC MEDICINE,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD FORENSIC MEDICINE,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: InSer-AU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: InSer-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD GENERAL MEDICINE,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD MICROBIOLOGY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD MICROBIOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PAEDIATRICS,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PAEDIATRICS,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PAEDIATRICS,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PAEDIATRICS,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PAEDIATRICS,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PATHOLOGY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PATHOLOGY,AP CQ: InSer-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PATHOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PHARMACOLOGY,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PHARMACOLOGY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PHARMACOLOGY,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PHARMACOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PHYSIOLOGY,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PHYSIOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PSYCHIATRY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PSYCHIATRY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PULMONARY MEDICINE,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PULMONARY MEDICINE,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PULMONARY MEDICINE,AP CQ: InSer-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD PULMONARY MEDICINE,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD RADIODIAGNOSIS,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD RADIODIAGNOSIS,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD RADIODIAGNOSIS,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MD RADIODIAGNOSIS,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS ENT,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS ENT,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS GENERAL SURGERY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS GENERAL SURGERY,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS GENERAL SURGERY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS GENERAL SURGERY,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OBG,AP CQ: InSer-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OBG,AP CQ: InSer-AU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OBG,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OBG,AP CQ: NS-APUR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OBG,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OBG,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OPHTHALMOLOGY,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OPHTHALMOLOGY,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS OPHTHALMOLOGY,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS ORTHOPAEDICS,AP CQ: InSer-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS ORTHOPAEDICS,AP CQ: NS-SVU,1482,15375,60823,61528,0,1 years,4000000
Andhra Pradesh,"SV Medical College, Tirupati",Govt,MS ORTHOPAEDICS,AP CQ: NS-UR,1482,15375,60823,61528,0,1 years,4000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANAESTHESIOLOGY,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANAESTHESIOLOGY,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANAESTHESIOLOGY,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANAESTHESIOLOGY,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANAESTHESIOLOGY,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANAESTHESIOLOGY,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD ANATOMY,TS CQ: NS-UR,700,180000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD BIOCHEMISTRY,TS CQ: NS-Local,700,180000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD BIOCHEMISTRY,TS MQ: MQ1 (Open),700,180000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD DERMATOLOGY,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD DERMATOLOGY,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD DERMATOLOGY,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD DERMATOLOGY,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD DERMATOLOGY,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS CQ: InSer-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD GENERAL MEDICINE,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD MICROBIOLOGY,TS CQ: InSer-UR,700,460000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD MICROBIOLOGY,TS CQ: NS-Local,700,460000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD MICROBIOLOGY,TS CQ: NS-UR,700,460000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD MICROBIOLOGY,TS MQ: MQ1 (Open),700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PAEDIATRICS,TS CQ: InSer-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PAEDIATRICS,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PAEDIATRICS,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PAEDIATRICS,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PAEDIATRICS,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PAEDIATRICS,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PATHOLOGY,TS CQ: InSer-Local,700,460000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PATHOLOGY,TS CQ: NS-Local,700,460000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PATHOLOGY,TS CQ: NS-UR,700,460000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PATHOLOGY,TS MQ: MQ1 (Open),700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PATHOLOGY,TS MQ: MQ2 (NRI),700,2250000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PATHOLOGY,TS MQ: MQ3 (Inst),700,2250000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PSYCHIATRY,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PSYCHIATRY,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PSYCHIATRY,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PSYCHIATRY,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PULMONARY MEDICINE,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PULMONARY MEDICINE,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PULMONARY MEDICINE,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD PULMONARY MEDICINE,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD RADIODIAGNOSIS,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD RADIODIAGNOSIS,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD RADIODIAGNOSIS,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD RADIODIAGNOSIS,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MD RADIODIAGNOSIS,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS ENT,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS ENT,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS ENT,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS ENT,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS ENT,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS ENT,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS CQ: InSer-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS GENERAL SURGERY,TS MQ: MQ3 (Inst),700,7200000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS OBG,TS CQ: InSer-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS OBG,TS CQ: NS-Local,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS OBG,TS CQ: NS-UR,700,750000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS OBG,TS MQ: MQ1 (Open),700,2400000,58289,61528,64767,1 years,2000000
Telangana,"SVS Medical College, Mehboobnagar",Private,MS OBG,TS MQ: MQ2 (NRI),700,7200000,58289,61528,64767,1 years,2000000
