Round,AI Rank,State,Institute,Course,Quota,Category
0,1637,Jammu and Kashmir,"AIIMS, Jammu",HOSPITAL ADMINISTRATION,AIIMS-All India,UR
0,1642,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,SC
0,1652,Delhi,"AIIMS, Delhi",ANATOMY,AIIMS-All India,OBC
0,1663,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,SC
0,1668,Madhya Pradesh,"AIIMS, Bhopal",PATHOLOGY,AIIMS-All India,OBC
0,1670,Assam,"AIIMS, Guwahati",PMR,AIIMS-All India,UR
0,1671,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PSYCHIATRY,AIIMS-All India,OBC
0,1681,Delhi,"AIIMS, Delhi",DERMATOLOGY,AIIMS-All India,ST
0,1682,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,UR
0,1687,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,AIIMS-All India,UR
0,1702,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,EWS
0,1708,Odisha,"AIIMS, Bhubaneswar",PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1709,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-All India,EWS
0,1714,Jharkhand,"AIIMS, Deoghar",PSYCHIATRY,AIIMS-All India,EWS
0,1715,Maharashtra,"AIIMS, Nagpur",RADIATION ONCOLOGY,AIIMS-All India,OBC
0,1725,Gujarat,"AIIMS, Rajkot",RADIATION ONCOLOGY,AIIMS-All India,OBC
0,1740,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,SC
0,1746,Delhi,"AIIMS, Delhi",IHBT,AIIMS-All India,OBC
0,1752,Rajasthan,"AIIMS, Jodhpur",ANATOMY,AIIMS-All India,UR
0,1753,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1754,Jammu and Kashmir,"AIIMS, Jammu",ENT,AIIMS-All India,OBC
0,1757,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,AIIMS-All India,UR
0,1769,Maharashtra,"AIIMS, Nagpur",DERMATOLOGY,AIIMS-All India,SC
0,1774,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,AIIMS-All India,UR
0,1781,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,OBC
0,1784,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,SC
0,1785,Delhi,"AIIMS, Delhi",PHARMACOLOGY,AIIMS-All India,OBC
0,1801,Maharashtra,"AIIMS, Nagpur",PHARMACOLOGY,AIIMS-All India,UR
0,1808,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,SC
0,1813,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,ST
0,1814,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,SC
0,1819,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,AIIMS-All India,OBC
0,1825,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL MEDICINE,AIIMS-All India,SC
0,1826,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1828,Pondicherry,"JIPMER, Puducherry",NUCLEAR MEDICINE,JIPMER-All India,ST
0,1837,Jammu and Kashmir,"AIIMS, Jammu",RADIATION ONCOLOGY,AIIMS-All India,OBC
0,1852,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,JIMPER-Inst. Pref,INST (JIPMER)
0,1872,Uttar Pradesh,"AIIMS, Gorakhpur",PSYCHIATRY,AIIMS-All India,OBC
0,1892,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,AIIMS-All India,SC
0,1896,Delhi,"AIIMS, Delhi",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1912,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,UR
0,1915,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1924,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,1929,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,JIMPER-Inst. Pref,INST (JIPMER)
0,1933,Delhi,"AIIMS, Delhi",BIOPHYSICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1946,Chhattisgarh,"AIIMS, Raipur",ENT,AIIMS-All India,EWS
0,1949,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,AIIMS-All India,SC
0,1952,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,1954,Odisha,"AIIMS, Bhubaneswar",ANATOMY,AIIMS-All India,UR
0,1967,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,AIIMS-All India,OBC
0,1970,Jharkhand,"AIIMS, Deoghar",OPHTHALMOLOGY,AIIMS-All India,EWS
0,1971,Rajasthan,"AIIMS, Jodhpur",PHARMACOLOGY,AIIMS-All India,UR
0,1974,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,AIIMS-All India,SC
0,1989,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2007,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,EWS
0,2008,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,AIIMS-All India,SC
0,2020,Chandigarh,"PGIMER, Chandigarh",IHBT,PGIMER-All India,OBC
0,2031,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,AIIMS-All India,EWS
0,2032,Gujarat,"AIIMS, Rajkot",OPHTHALMOLOGY,AIIMS-All India,EWS
0,2035,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,OBC
0,2037,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,2048,Gujarat,"AIIMS, Rajkot",MICROBIOLOGY,AIIMS-All India,UR
0,2057,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2061,Rajasthan,"AIIMS, Jodhpur",PMR,AIIMS-All India,OBC
0,2063,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-All India,OBC
0,2066,Chandigarh,"PGIMER, Chandigarh",PHARMACOLOGY,PGIMER-All India,UR
0,2068,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,UR
0,2072,Chandigarh,"PGIMER, Chandigarh",BIOCHEMISTRY,PGIMER-All India,UR
0,2073,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,AIIMS-All India,EWS
0,2076,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,2082,Uttar Pradesh,"AIIMS, Gorakhpur",ENT,AIIMS-All India,EWS
0,2088,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,SC
0,2097,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2101,Rajasthan,"AIIMS, Jodhpur",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2102,Chhattisgarh,"AIIMS, Raipur",DERMATOLOGY,AIIMS-All India,SC
0,2108,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-All India,OBC
0,2114,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-Rural,UR-RA
0,2120,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIPMER-All India,UR
0,2124,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,AIIMS-All India,SC
0,2125,Telangana,"AIIMS, Bibinagar",IHBT,AIIMS-All India,UR
0,2128,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,SC
0,2130,Jammu and Kashmir,"AIIMS, Jammu",RADIATION ONCOLOGY,AIIMS-All India,EWS
0,2146,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,ST
0,2155,Rajasthan,"AIIMS, Jodhpur",FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2156,Delhi,"AIIMS, Delhi",BIOPHYSICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2157,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,OBC
0,2163,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,2164,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
0,2173,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2179,Jammu and Kashmir,"AIIMS, Jammu",IHBT,AIIMS-All India,UR
0,2197,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,JIPMER-All India,OBC
0,2204,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2211,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,UR
0,2212,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-NE Domicile,OBC-North East Domicile
0,2221,Pondicherry,"JIPMER, Puducherry",ANATOMY,JIPMER-All India,UR
0,2227,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
0,2235,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,AIIMS-All India,SC
0,2254,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,AIIMS-All India,SC
0,2261,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,AIIMS-All India,UR
0,2266,Assam,"AIIMS, Guwahati",PSYCHIATRY,AIIMS-All India,EWS
0,2274,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,AIIMS-All India,UR
0,2276,Odisha,"AIIMS, Bhubaneswar",ANATOMY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2281,Bihar,"AIIMS, Patna",IHBT,AIIMS-All India,OBC
0,2298,Rajasthan,"AIIMS, Jodhpur",RADIOTHERAPY & ONCOLOGY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2320,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,UR
0,2323,Uttar Pradesh,"AIIMS, Rai Bareli",PHARMACOLOGY,AIIMS-All India,UR
0,2333,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-Rural,UR-RA
0,2336,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
0,2349,Uttar Pradesh,"AIIMS, Gorakhpur",PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2358,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-All India,OBC
0,2373,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,2390,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,2391,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
0,2396,Andhra Pradesh,"AIIMS, Mangalagiri",COMMUNITY MEDICINE,AIIMS-All India,UR
0,2437,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2444,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
0,2462,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2463,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
0,2487,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2499,Jammu and Kashmir,"AIIMS, Jammu",ENT,AIIMS-All India,EWS
0,2513,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,AIIMS-All India,OBC-PwD
0,2551,Assam,"AIIMS, Guwahati",DERMATOLOGY,AIIMS-All India,SC
0,2558,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIPMER-All India,OBC-PwD
0,2567,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,SC
0,2572,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,UR
0,2579,Bihar,"AIIMS, Patna",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2609,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,AIIMS-All India,SC
0,2610,Bihar,"AIIMS, Patna",MICROBIOLOGY,AIIMS-All India,UR
0,2611,Odisha,"AIIMS, Bhubaneswar",BIOCHEMISTRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2647,Delhi,"AIIMS, Delhi",MICROBIOLOGY,AIIMS-All India,EWS
0,2649,Jammu and Kashmir,"AIIMS, Jammu",MICROBIOLOGY,AIIMS-All India,UR
0,2666,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,SC
0,2667,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,EWS
0,2669,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2675,Delhi,"AIIMS, Delhi",BIOPHYSICS,AIIMS-All India,OBC
0,2681,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2685,Gujarat,"AIIMS, Rajkot",GENERAL SURGERY,AIIMS-All India,SC
0,2697,Chhattisgarh,"AIIMS, Raipur",PHYSIOLOGY,AIIMS-All India,UR
0,2742,Andhra Pradesh,"AIIMS, Mangalagiri",BIOCHEMISTRY,AIIMS-All India,UR
0,2744,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
0,2746,Madhya Pradesh,"AIIMS, Bhopal",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,2750,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,PGIMER-All India,SC
0,2753,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,AIIMS-All India,UR
0,2793,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,AIIMS-All India,UR
0,2797,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,2815,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,ST
0,2820,Pondicherry,"JIPMER, Puducherry",BIOCHEMISTRY,JIPMER-All India,OBC
0,2859,Gujarat,"AIIMS, Rajkot",MICROBIOLOGY,AIIMS-All India,OBC
0,2862,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2871,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,AIIMS-All India,ST
0,2891,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,AIIMS-All India,SC
0,2906,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,SC
0,2938,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-All India,OBC
0,2942,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,AIIMS-All India,SC
0,2954,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,2966,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,AIIMS-All India,OBC
0,2986,Assam,"AIIMS, Guwahati",PATHOLOGY,AIIMS-All India,OBC
0,2988,Uttar Pradesh,"AIIMS, Rai Bareli",ANATOMY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2992,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,2994,Rajasthan,"AIIMS, Jodhpur",BIOCHEMISTRY,AIIMS-All India,UR
0,3039,Rajasthan,"AIIMS, Jodhpur",OBG,AIIMS-All India,SC
0,3049,Bihar,"AIIMS, Patna",PAEDIATRICS,AIIMS-All India,SC
0,3062,Odisha,"AIIMS, Bhubaneswar",PAEDIATRICS,AIIMS-All India,SC
0,3066,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,AIIMS-All India,SC
0,3069,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3070,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,SC
0,3080,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,AIIMS-All India,EWS
0,3093,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3097,Delhi,"AIIMS, Delhi",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3101,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3102,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,AIIMS-All India,SC
0,3104,Jammu and Kashmir,"AIIMS, Jammu",PHARMACOLOGY,AIIMS-All India,UR
0,3119,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,AIIMS-All India,SC
0,3135,Delhi,"AIIMS, Delhi",PSYCHIATRY,AIIMS-All India,SC
0,3139,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,AIIMS-All India,SC
0,3169,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3171,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,ST
0,3172,Delhi,"AIIMS, Delhi",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3173,Delhi,"AIIMS, Delhi",ANATOMY,AIIMS-All India,OBC
0,3210,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,AIIMS-All India,SC
0,3218,Jammu and Kashmir,"AIIMS, Jammu",PHARMACOLOGY,AIIMS-All India,UR
0,3231,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,AIIMS-All India,UR
0,3251,Bihar,"AIIMS, Patna",PHYSIOLOGY,AIIMS-All India,UR
0,3274,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3280,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,3282,Bihar,"AIIMS, Patna",ANATOMY,AIIMS-All India,UR
0,3286,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,AIIMS-All India,SC
0,3304,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,AIIMS-All India,OBC
0,3313,Maharashtra,"AIIMS, Nagpur",PMR,AIIMS-All India,OBC
0,3314,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,OBC
0,3318,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,EWS
0,3323,Chhattisgarh,"AIIMS, Raipur",OBG,AIIMS-All India,SC
0,3363,Maharashtra,"AIIMS, Nagpur",PLASTIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3365,Delhi,"AIIMS, Delhi",ANATOMY,AIIMS-All India,EWS
0,3366,Gujarat,"AIIMS, Rajkot",PATHOLOGY,AIIMS-All India,OBC
0,3369,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
0,3370,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3372,Uttarakhand,"AIIMS, Rishikesh",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3380,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,3401,Uttar Pradesh,"AIIMS, Gorakhpur",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3418,Gujarat,"AIIMS, Rajkot",FORENSIC MEDICINE,AIIMS-All India,UR
0,3437,Bihar,"AIIMS, Patna",PMR,AIIMS-All India,OBC
0,3443,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,AIIMS-All India,SC
0,3449,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,AIIMS-All India,SC
0,3450,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,AIIMS-All India,SC
0,3462,Jammu and Kashmir,"AIIMS, Jammu",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,3475,Punjab,"AIIMS, Bathinda",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3482,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,AIIMS-All India,SC
0,3486,Uttar Pradesh,"AIIMS, Rai Bareli",IHBT,AIIMS-All India,OBC
0,3524,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,ST
0,3526,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-All India,SC
0,3529,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,AIIMS-All India,OBC
0,3532,Gujarat,"AIIMS, Rajkot",PAEDIATRICS,AIIMS-All India,SC
0,3535,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,AIIMS-All India,SC
0,3538,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,OBC
0,3541,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3564,Chhattisgarh,"AIIMS, Raipur",PMR,AIIMS-All India,OBC
0,3568,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,AIIMS-All India,SC
0,3587,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,AIIMS-All India,SC
0,3595,Telangana,"AIIMS, Bibinagar",IHBT,AIIMS-All India,OBC
0,3605,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,AIIMS-All India,SC
0,3618,Pondicherry,"JIPMER, Puducherry",TBRD,JIPMER-All India,ST
0,3621,Andhra Pradesh,"AIIMS, Mangalagiri",MICROBIOLOGY,AIIMS-All India,OBC
0,3633,Maharashtra,"AIIMS, Nagpur",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,3648,Telangana,"AIIMS, Bibinagar",BIOCHEMISTRY,AIIMS-All India,UR
0,3650,Bihar,"AIIMS, Patna",BIOCHEMISTRY,AIIMS-All India,UR
0,3662,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,3664,Uttar Pradesh,"AIIMS, Rai Bareli",PHYSIOLOGY,AIIMS-All India,UR
0,3665,Uttarakhand,"AIIMS, Rishikesh",ANATOMY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3668,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3681,Maharashtra,"AIIMS, Nagpur",NEUROSURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3691,Rajasthan,"AIIMS, Jodhpur",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3705,Chhattisgarh,"AIIMS, Raipur",IHBT,AIIMS-All India,OBC
0,3708,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,AIIMS-All India,OBC
0,3719,Maharashtra,"AIIMS, Nagpur",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3729,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,AIIMS-All India,SC
0,3731,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-All India,SC
0,3800,Uttarakhand,"AIIMS, Rishikesh",ANATOMY,AIIMS-All India,UR
0,3807,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,AIIMS-All India,EWS
0,3830,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,AIIMS-All India,SC
0,3831,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIPMER-All India,SC
0,3852,Jammu and Kashmir,"AIIMS, Jammu",FORENSIC MEDICINE,AIIMS-All India,UR
0,3865,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIPMER-All India,SC
0,3868,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
0,3897,Gujarat,"AIIMS, Rajkot",ANATOMY,AIIMS-All India,UR
0,3929,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3938,Telangana,"AIIMS, Bibinagar",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,3947,Jammu and Kashmir,"AIIMS, Jammu",PAEDIATRICS,AIIMS-All India,SC
0,3951,Jharkhand,"AIIMS, Deoghar",ANATOMY,AIIMS-All India,UR
0,4010,West Bengal,"AIIMS, Kalyani",BIOCHEMISTRY,AIIMS-All India,UR
0,4018,Maharashtra,"AIIMS, Nagpur",PMR,AIIMS-All India,EWS
0,4029,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4049,Assam,"AIIMS, Guwahati",PMR,AIIMS-All India,EWS
0,4062,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4065,West Bengal,"AIIMS, Kalyani",BIOCHEMISTRY,AIIMS-All India,UR
0,4096,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,AIIMS-All India,UR
0,4105,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,AIIMS-All India,EWS
0,4119,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,AIIMS-All India,SC
0,4124,Assam,"AIIMS, Guwahati",BIOCHEMISTRY,AIIMS-All India,UR
0,4128,Gujarat,"AIIMS, Rajkot",BIOCHEMISTRY,AIIMS-All India,UR
0,4144,Maharashtra,"AIIMS, Nagpur",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4163,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4186,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,4189,Odisha,"AIIMS, Bhubaneswar",BIOCHEMISTRY,AIIMS-All India,OBC
0,4206,Delhi,"AIIMS, Delhi",GERIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4216,Jammu and Kashmir,"AIIMS, Jammu",OBG,AIIMS-All India,SC
0,4217,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,AIIMS-All India,SC
0,4228,Jammu and Kashmir,"AIIMS, Jammu",FORENSIC MEDICINE,AIIMS-All India,UR
