Institute,State,Inst. Type,Dept.,OPD,IPD,Beds,Bed Occ.,Histopath,Cytopath,Hematology,Clin. Path.,Biochem,C&S,Serology,X-Rays,USG,CT,MRI,Major OT,Minor OT,Emerg. OT
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MBBS OVERALL,23973,1518,485,80,121,367,4832,4403,7468,814,5313,1913,1928,232,0,433,851,86
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MD DERMATOLOGY,1200,32,10,72,0,15,195,233,325,82,110,7,0,0,0,0,0,0
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MD GENERAL MEDICINE,5759,336,110,79,0,52,1209,1344,1802,180,960,405,706,65,0,0,0,0
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MD PAEDIATRICS,1659,158,52,79,0,16,382,248,513,14,493,122,104,5,0,0,0,0
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MD PSYCHIATRY,326,92,15,79,0,0,95,103,137,2,104,14,0,6,0,0,0,0
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MS ENT,1718,110,20,80,4,39,378,410,596,10,409,85,0,7,0,35,121,8
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MS GENERAL SURGERY,3499,285,110,79,66,118,711,899,1609,190,1144,587,607,111,0,151,257,38
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MS OBG,2575,362,80,81,49,103,686,628,1110,191,884,168,511,18,0,124,182,13
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MS OPHTHALMOLOGY,2072,106,20,80,0,0,19,144,108,0,111,0,0,0,0,73,114,2
"Shree Narayan Medical Institute & Hospital, Saharsa",Bihar,Private,MS ORTHOPAEDICS,2305,131,52,78,1,23,446,494,860,57,733,499,0,20,0,50,176,24
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MBBS OVERALL,56338,5674,200,184,0,218,46016,1013,14538,17,4969,4313,479,717,732,0,0,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MD DERMATOLOGY,56338,5674,200,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MD GENERAL MEDICINE,14642,1429,200,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MD PAEDIATRICS,10980,1110,200,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MD PSYCHIATRY,1215,122,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MS ENT,2462,248,200,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MS GENERAL SURGERY,8587,873,200,30,0,0,0,0,0,0,0,0,0,0,0,120,10,8
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MS OBG,9814,1725,200,32,0,0,0,0,0,0,0,0,0,0,0,113,25,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MS OPHTHALMOLOGY,2428,244,200,8,0,0,0,0,0,0,0,0,0,0,0,42,3,0
"Shri Atal Bihari Vajpayee Government Medical College, Faridabad",Haryana,Govt,MS ORTHOPAEDICS,3645,367,200,12,0,0,0,0,0,0,0,0,0,0,0,64,3,4
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MBBS OVERALL,56338,5674,200,184,0,218,46016,1013,14538,17,4969,4313,479,717,732,312,2496,68
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MD DERMATOLOGY,56338,5674,200,8,0,0,0,0,0,0,0,0,0,0,0,0,122,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MD GENERAL MEDICINE,14642,1429,200,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MD PAEDIATRICS,10980,1110,200,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MD PSYCHIATRY,1215,122,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MS ENT,2462,248,200,8,0,0,0,0,0,0,0,0,0,0,0,29,133,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MS GENERAL SURGERY,8587,873,200,30,0,0,0,0,0,0,0,0,0,0,0,143,1427,46
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MS OBG,9814,1725,200,32,0,0,0,0,0,0,0,0,0,0,0,47,84,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MS OPHTHALMOLOGY,2428,244,200,8,0,0,0,0,0,0,0,0,0,0,0,70,120,0
"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",Karnataka,Govt,MS ORTHOPAEDICS,3645,367,200,12,0,0,0,0,0,0,0,0,0,0,0,69,443,20
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MBBS OVERALL,59303,4459,1110,86,752,877,104249,25440,28342,2728,11045,5991,4780,1103,793,1963,2984,249
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MD DERMATOLOGY,4388,87,40,85,65,0,5350,1051,1053,60,348,94,90,0,0,0,0,0
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MD GENERAL MEDICINE,13522,871,210,86,30,365,32573,5652,10624,637,2166,1363,3256,342,309,0,0,0
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MD PAEDIATRICS,5200,528,120,86,0,0,13658,2155,4158,529,1547,634,850,183,92,0,0,0
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MD PSYCHIATRY,1614,60,30,84,0,0,1654,884,425,114,225,60,0,35,34,0,0,0
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MS ENT,4328,180,60,85,126,0,3464,1659,1757,211,744,257,92,65,33,140,261,1
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MS GENERAL SURGERY,6856,648,210,84,204,333,21354,3750,5410,436,1758,484,955,126,125,256,445,43
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MS OBG,4798,572,140,84,155,94,12770,3558,1156,435,2374,515,550,33,31,257,289,6
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MS OPHTHALMOLOGY,4868,276,60,84,65,64,5569,1060,784,55,752,87,91,31,35,198,302,0
"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",Karnataka,Deemed,MS ORTHOPAEDICS,4904,337,120,83,95,0,3350,1455,1147,165,751,1356,184,94,93,279,432,61
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MBBS OVERALL,24030,4384,740,694,535,633,67414,3059,85395,1352,4135,5200,3099,943,776,0,0,0
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MD DERMATOLOGY,1039,82,30,28,2,2,2943,83,2431,52,56,31,25,9,0,0,0,0
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MD GENERAL MEDICINE,6598,2084,130,126,0,72,20402,1119,30812,461,1384,1592,1137,425,431,0,0,0
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MD PAEDIATRICS,1423,246,61,57,0,2,5991,106,5381,238,234,163,119,14,16,0,0,0
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MD PSYCHIATRY,797,65,21,20,0,2,1022,67,1786,3,57,81,29,24,6,0,0,0
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MS ENT,1335,132,21,20,73,120,2114,65,2237,118,92,171,39,37,5,122,215,57
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MS GENERAL SURGERY,5688,749,130,125,368,224,14574,546,18403,354,687,1199,874,291,158,268,540,141
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MS OBG,2122,456,93,89,82,197,5421,422,6434,23,332,166,628,15,16,170,273,10
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MS OPHTHALMOLOGY,1380,172,21,20,1,0,813,8,364,10,18,29,22,4,0,146,177,13
"Shri Balaji Institute of Medical Science, Raipur",Chhattisgarh,Private,MS ORTHOPAEDICS,1646,326,61,58,7,1,5187,146,6600,27,840,1155,106,33,119,170,254,75
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,DENTISTRY,1064,0,0,0,1,0,62,0,53,0,1,13,0,2,0,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,DM CARDIOLOGY,2664,411,30,29,0,0,8778,146,26344,36,14,398,66,18,15,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,DM MEDICAL GASTROENTEROLOGY,1101,132,20,17,0,3,5887,724,13117,134,32,252,245,68,23,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,DM NEPHROLOGY,754,134,20,20,0,0,6376,140,11318,133,27,147,150,14,7,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,DM NEUROLOGY,1431,38,20,7,0,1,2231,53,4068,32,11,62,23,21,180,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MBBS OVERALL,40943,5569,897,709,534,408,107111,2977,187330,9090,1281,9410,3363,1378,1117,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCH ENDOCRINE SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCh CARIO THORASIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCh NEURO SURGERY,1922,318,20,20,24,4,7693,76,13441,295,21,534,66,503,406,143,6,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCh PAEDIATRIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCh PLASTIC SURGERY,928,95,20,14,4,1,886,12,1263,46,1,72,12,3,2,84,100,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCh SURGICAL ONCOLOGY,662,215,20,18,61,16,4043,17,7668,54,3,112,39,138,36,53,251,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MCh UROLOGY,1205,141,20,13,27,2,1533,121,2449,140,3,272,153,76,7,81,188,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MD DERMATOLOGY,2038,68,28,20,12,6,957,21,1849,17,23,14,5,1,1,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MD GENERAL MEDICINE,4807,981,158,129,58,8,30945,909,51036,723,650,1279,741,201,175,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MD PAEDIATRICS,2868,570,83,64,8,2,6619,191,4948,340,101,293,131,9,33,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MD PSYCHIATRY,1739,163,38,31,1,0,1246,9,3155,3,7,29,20,11,14,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MD PULMONARY MEDICINE,1400,203,32,31,20,20,6151,248,10919,312,75,829,88,89,3,0,0,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MS ENT,2058,191,32,26,50,15,2004,11,2246,48,16,146,36,53,14,141,868,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MS GENERAL SURGERY,2941,729,148,115,160,34,7436,156,13320,184,24,717,376,61,41,229,295,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MS OBG,3290,432,91,66,68,87,5787,420,3776,268,140,126,609,3,12,98,466,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MS OPHTHALMOLOGY,2000,272,40,33,2,0,238,3,347,6,1,14,7,1,0,240,54,0
"Shri Guru Ram Rai Institute of Medical & Health Sciences, Dehradun",Uttarakhand,Private,MS ORTHOPAEDICS,2347,409,82,66,12,2,3092,49,4883,88,4,3978,13,25,54,146,186,0
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MBBS OVERALL,69727,5176,400,11003,141,144,55567,1962,50033,164,5660,7073,1106,471,868,0,0,0
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MCh PLASTIC SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MS ENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,0
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MS GENERAL SURGERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,29,0
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MS OBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,42,242
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MS OPHTHALMOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,13,0
"Shri Kalyan Government Medical College, Sikar",Rajasthan,Govt,MS ORTHOPAEDICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MBBS OVERALL,41518,3867,975,975,110,303,8326,20757,32720,211,10318,6880,1579,2179,835,859,3904,1073
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MD DERMATOLOGY,2934,1,8,11,0,0,579,564,491,0,0,0,0,0,0,0,0,0
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MD GENERAL MEDICINE,9100,1336,160,130,0,0,506,401,556,5,26,1306,271,362,166,0,0,0
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MD PAEDIATRICS,10725,815,135,131,21,84,815,815,815,193,388,518,272,87,65,0,0,0
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MD PSYCHIATRY,543,34,30,17,0,0,50,126,40,0,36,0,0,0,0,0,0,0
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MS ENT,2703,22,16,12,0,0,777,0,0,0,0,194,0,89,0,16,265,2
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MS GENERAL SURGERY,5453,640,167,90,38,258,457,2,3,5,448,1377,389,544,8,190,1520,1600
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MS OBG,4736,1165,182,182,180,180,4141,232,5892,319,605,142,287,34,5,500,105,448
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MS OPHTHALMOLOGY,2541,81,16,8,0,0,67,0,0,0,0,2,0,1,1,69,103,2
"Shri Krishna Medical College, Muzaffarpur",Bihar,Govt,MS ORTHOPAEDICS,7714,120,108,100,0,0,265,268,268,3,268,7834,3,3,4,39,32,88
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,DENTISTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MBBS OVERALL,32036,13639,688,13639,321,273,6229,29,5879,872,1062,9943,1771,739,0,0,0,0
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MD ANAESTHESIOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,59,234
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MD DERMATOLOGY,2875,22,10,8,4,8,252,0,236,4,4,81,1,0,0,0,0,0
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MD GENERAL MEDICINE,8185,2916,120,80,316,273,6229,29,9172,159,190,5874,1781,719,0,0,0,0
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MD PAEDIATRICS,1892,306,60,109,7,30,463,268,446,209,48,580,129,20,2,0,0,0
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MD PSYCHIATRY,2226,14,10,73,0,0,55,0,66,0,2,3,4,1,0,0,0,0
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MS ENT,2302,200,10,66,0,0,0,0,0,0,0,0,0,0,0,28,139,7
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MS GENERAL SURGERY,2708,1908,120,52,709,277,6087,7,388,72,258,856,489,116,0,153,142,58
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MS OBG,3230,3647,101,120,118,55,990,0,452,102,428,67,1630,6,0,255,100,96
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MS OPHTHALMOLOGY,2744,305,15,63,6,0,0,0,0,0,0,0,0,0,0,138,21,2
"Shri Lal Bahadur Shastri Government Medical College, Mandi",Himachal Pradesh,Govt,MS ORTHOPAEDICS,3820,1348,60,61,0,0,0,0,0,0,0,0,0,0,0,113,250,302
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,DENTISTRY,553,0,0,0,0,0,7,0,4,0,0,0,0,1,0,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,DM NEUROLOGY,2286,108,20,18,1,3,1137,119,1563,116,37,234,38,175,176,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MBBS OVERALL,49558,5116,750,685,1146,735,44651,3740,42683,2125,2510,9702,3609,1304,675,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MCh NEURO SURGERY,1446,122,20,18,9,1,1041,19,1021,41,5,389,13,146,96,29,5,5
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD DERMATOLOGY,4340,154,33,28,88,1,938,169,1026,37,9,42,16,0,0,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD EMERGENCY MEDICINE,2452,1621,30,27,12,6,395,15,319,15,6,656,36,140,3,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD GENERAL MEDICINE,9391,1136,130,118,52,48,18726,1704,18080,746,1365,2018,1455,298,217,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD PAEDIATRICS,3563,448,70,64,3,7,2997,193,2389,170,177,408,126,26,22,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD PSYCHIATRY,1745,100,33,30,0,0,449,41,301,3,2,13,11,14,2,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD PULMONARY MEDICINE,3236,263,33,31,26,84,3304,118,3422,532,104,1439,123,123,11,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MD RADIOTHERAPY,1771,617,33,31,45,27,2332,23,1928,25,6,134,67,135,24,0,0,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MS ENT,3397,220,33,31,106,44,1445,95,1301,18,77,242,62,44,8,126,375,12
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MS GENERAL SURGERY,6221,710,130,123,460,160,5228,268,5129,100,108,925,526,157,26,429,547,36
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MS OBG,4341,516,85,80,327,350,3595,691,3504,227,500,158,1081,9,8,211,326,95
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MS OPHTHALMOLOGY,3656,416,33,31,2,0,321,62,147,10,1,43,22,8,1,393,392,0
"Shri Ram Murti Smarak Institute of Medical Sciences, Bareilly",Uttar Pradesh,Private,MS ORTHOPAEDICS,3612,282,65,63,18,3,2735,215,2548,140,114,3001,30,28,80,156,411,16
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MBBS OVERALL,47673,2411,900,787,182,535,8436,2759,9184,511,2618,3120,2005,507,232,0,0,0
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MD DERMATOLOGY,1481,32,10,8,21,24,437,86,328,15,75,328,210,13,11,0,0,0
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MD GENERAL MEDICINE,7811,505,225,201,0,116,1474,962,1727,92,384,217,318,171,55,0,0,0
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MD PAEDIATRICS,6521,365,125,107,0,78,1288,378,1860,73,381,134,135,30,28,0,0,0
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MD PSYCHIATRY,1575,56,25,22,10,18,453,88,364,16,66,416,208,31,16,0,0,0
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MS ENT,1814,176,30,26,44,24,493,259,335,51,233,640,238,75,18,123,197,12
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MS GENERAL SURGERY,7519,448,200,176,53,92,1377,529,1196,84,508,244,89,97,34,268,584,19
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MS OBG,6789,443,125,109,9,73,1298,73,1885,20,443,18,440,30,26,154,287,19
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MS OPHTHALMOLOGY,1764,202,30,26,14,26,378,251,345,20,75,614,237,37,14,220,151,7
"Shri Ramkrishna Institute of Medical Sciences & Sanaka Hospitals, Durgapur",West Bengal,Private,MS ORTHOPAEDICS,7227,184,100,86,30,84,1220,102,1113,82,451,508,13,24,31,171,504,15
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,DM PAEDIATRIC & NEONATAL ANAESTHESIA,6824,669,120,101,0,95,8820,1127,10903,399,354,437,169,92,61,0,0,0
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MBBS OVERALL,57613,5361,1150,949,1089,1136,120533,8122,143631,8778,1427,11290,5444,1202,552,1168,2990,100
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MD DERMATOLOGY,5033,232,60,53,60,37,6226,870,9276,374,194,412,182,64,41,0,0,0
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MD GENERAL MEDICINE,9331,1252,240,206,0,94,28837,2127,31710,2465,527,3080,1264,327,196,0,0,0
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MD PSYCHIATRY,1789,120,30,25,0,16,3294,422,4478,71,65,131,115,74,59,0,0,0
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MD PULMONARY MEDICINE,4064,364,60,53,0,56,5309,962,6680,111,128,1113,828,95,83,0,0,0
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MS ENT,4916,272,70,60,96,63,8207,781,9373,438,203,260,186,105,63,106,172,10
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MS GENERAL SURGERY,8328,1083,240,200,478,355,28107,2125,32099,2390,692,2403,1510,356,188,412,1137,38
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MS OBG,7851,729,150,125,330,191,10828,1850,14644,1163,398,1378,1694,202,64,206,423,27
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MS OPHTHALMOLOGY,4816,387,60,52,0,21,7670,684,9278,131,168,112,157,18,9,152,290,16
"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Tamil Nadu,Deemed,MS ORTHOPAEDICS,6797,668,120,103,176,79,10250,1741,13817,1086,384,1490,704,178,99,190,464,29
"Shri Shankaracharya Institute of Medical Sciences, Bhilai",Chhattisgarh,Private,MBBS OVERALL,32022,2928,750,77,380,483,24270,3028,26355,1312,1520,4963,2536,532,205,607,765,110
"Shri Shankaracharya Institute of Medical Sciences, Bhilai",Chhattisgarh,Private,MD DERMATOLOGY,1771,104,30,80,23,1,1307,57,382,258,34,2,2,0,0,0,0,0
