Round,AI Rank,State,Institute,Course,Quota,Category
0,1,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,UR
0,2,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,UR
0,3,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,UR
0,4,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,AIIMS-All India,UR
0,5,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,JIPMER-All India,OBC
0,6,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,OBC
0,7,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,OBC
0,8,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,9,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,OBC
0,10,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,UR
0,11,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,12,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,PGIMER-All India,UR
0,13,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,14,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,UR
0,15,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,UR
0,16,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,17,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,19,Karnataka,"NIMHANS, Bangalore",NEUROLOGY 6 YRS,NIMHANS-All India,UR
0,20,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,PGIMER-All India,UR
0,21,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,JIPMER-All India,UR
0,22,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,UR
0,23,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,24,Karnataka,"NIMHANS, Bangalore",NEUROLOGY 6 YRS,NIMHANS-All India,UR
0,25,Uttarakhand,"AIIMS, Rishikesh",RADIO DIAGNOSIS,AIIMS-All India,UR
0,26,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,27,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,28,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,UR
0,29,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,UR
0,30,Delhi,"AIIMS, Delhi",INECTIOUS DISEASES 6 YRS,AIIMS-All India,UR
0,31,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,UR
0,32,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,AIIMS-All India,UR
0,33,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,PGIMER-All India,OBC
0,34,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,EWS
0,35,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,JIMPER-Inst. Pref,INST (JIPMER)
0,36,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,UR
0,37,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,38,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,JIPMER-All India,OBC
0,39,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,OBC
0,40,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,AIIMS-All India,UR
0,41,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,OBC
0,42,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,AIIMS-All India,UR
0,43,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,AIIMS-All India,UR
0,44,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,AIIMS-All India,UR
0,45,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,UR
0,46,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,47,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,UR
0,48,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,49,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,EWS
0,50,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,AIIMS-All India,UR
0,51,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,UR
0,52,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,AIIMS-All India,UR
0,53,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,UR
0,54,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,AIIMS-All India,UR
0,55,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,EWS
0,56,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,57,Delhi,"AIIMS, Delhi",NUCLEAR MEDICINE,AIIMS-All India,OBC
0,58,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,JIPMER-All India,UR
0,59,Uttarakhand,"AIIMS, Rishikesh",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,60,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,JIPMER-All India,OBC
0,61,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,AIIMS-All India,UR
0,62,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,OBC
0,63,Gujarat,"AIIMS, Rajkot",GENERAL MEDICINE,AIIMS-All India,UR
0,64,Odisha,"AIIMS, Bhubaneswar",GENERAL MEDICINE,AIIMS-All India,UR
0,65,Delhi,"AIIMS, Delhi",NEUROSURGERY 6 YRS,AIIMS-All India,UR
0,66,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,AIIMS-All India,UR
0,67,Chandigarh,"PGIMER, Chandigarh",NUCLEAR MEDICINE,PGIMER-All India,UR
0,68,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,AIIMS-All India,UR
0,69,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,UR
0,70,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,UR
0,71,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,72,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,UR
0,73,Delhi,"AIIMS, Delhi",DERMATOLOGY,AIIMS-All India,OBC
0,74,Karnataka,"NIMHANS, Bangalore",NEUROLOGY 6 YRS,NIMHANS-All India,UR
0,75,Uttarakhand,"AIIMS, Rishikesh",RADIO DIAGNOSIS,AIIMS-All India,EWS
0,76,Karnataka,"NIMHANS, Bangalore",NEUROSURGERY 6 YRS,NIMHANS-All India,UR
0,77,Karnataka,"NIMHANS, Bangalore",NEUROSURGERY 6 YRS,NIMHANS-All India,UR
0,78,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,UR
0,79,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,UR
0,80,Bihar,"AIIMS, Patna",RADIO DIAGNOSIS,AIIMS-All India,UR
0,81,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,82,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,UR
0,83,Chhattisgarh,"AIIMS, Raipur",RADIO DIAGNOSIS,AIIMS-All India,UR
0,84,Maharashtra,"AIIMS, Nagpur",RADIO DIAGNOSIS,AIIMS-All India,UR
0,86,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,AIIMS-All India,UR
0,87,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,88,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,OBC
0,89,Chandigarh,"PGIMER, Chandigarh",DERMATOLOGY,PGIMER-All India,UR
0,90,West Bengal,"AIIMS, Kalyani",RADIO DIAGNOSIS,AIIMS-All India,UR
0,91,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,AIIMS-All India,UR
0,92,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,93,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,94,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,AIIMS-All India,UR
0,95,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,PGIMER-All India,UR
0,96,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,UR
0,97,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,98,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,99,Chandigarh,"PGIMER, Chandigarh",DERMATOLOGY,PGIMER-All India,UR
0,100,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,AIIMS-All India,UR
0,102,Bihar,"AIIMS, Patna",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,103,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,OBC
0,104,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,AIIMS-All India,UR
0,106,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,PGIMER-All India,OBC
0,108,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,UR
0,109,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL MEDICINE,AIIMS-All India,UR
0,110,Karnataka,"NIMHANS, Bangalore",NEUROLOGY 6 YRS,NIMHANS-All India,UR
0,111,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,112,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,JIPMER-All India,OBC
0,113,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,AIIMS-All India,OBC
0,114,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,UR
0,115,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,OBC
0,116,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,117,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,AIIMS-All India,UR
0,118,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,AIIMS-All India,UR
0,119,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,UR
0,120,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,AIIMS-All India,OBC
0,121,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIO DIAGNOSIS,AIIMS-All India,UR
0,122,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIO DIAGNOSIS,AIIMS-All India,UR
0,123,West Bengal,"AIIMS, Kalyani",RADIO DIAGNOSIS,AIIMS-All India,UR
0,124,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,AIIMS-All India,OBC
0,125,Chhattisgarh,"AIIMS, Raipur",DERMATOLOGY,AIIMS-All India,UR
0,127,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,UR
0,128,Uttarakhand,"AIIMS, Rishikesh",UROLOGY (6 YRS),AIIMS-All India,UR
0,130,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,131,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,AIIMS-All India,UR
0,132,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,133,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,134,Jammu and Kashmir,"AIIMS, Jammu",RADIO DIAGNOSIS,AIIMS-All India,UR
0,135,Pondicherry,"JIPMER, Puducherry",TBRD,JIPMER-All India,UR
0,136,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,AIIMS-All India,EWS
0,137,Odisha,"AIIMS, Bhubaneswar",GENERAL MEDICINE,AIIMS-All India,EWS
0,138,Assam,"AIIMS, Guwahati",GENERAL MEDICINE,AIIMS-All India,UR
0,139,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,141,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,UR
0,142,Maharashtra,"AIIMS, Nagpur",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,143,Delhi,"AIIMS, Delhi",INECTIOUS DISEASES 6 YRS,AIIMS-All India,UR
0,144,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,145,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,AIIMS-All India,UR
0,146,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,PGIMER-All India,UR
0,148,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,PGIMER-All India,UR
0,149,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,PGIMER-All India,UR
0,150,Uttarakhand,"AIIMS, Rishikesh",NEUROSURGERY 6 YRS,AIIMS-All India,UR
0,151,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,JIMPER-Inst. Pref,INST (JIPMER)
0,152,Rajasthan,"AIIMS, Jodhpur",NEUROSURGERY 6 YRS,AIIMS-All India,UR
0,153,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,AIIMS-All India,UR
0,154,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,UR
0,155,Maharashtra,"AIIMS, Nagpur",NUCLEAR MEDICINE,AIIMS-All India,UR
0,157,Chhattisgarh,"AIIMS, Raipur",RADIO DIAGNOSIS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,158,Delhi,"AIIMS, Delhi",ENT,AIIMS-All India,UR
0,159,Rajasthan,"AIIMS, Jodhpur",NEUROSURGERY 6 YRS,AIIMS-All India,UR
0,160,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,OBC
0,161,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,UR
0,164,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,JIPMER-All India,OBC
0,165,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,AIIMS-All India,UR
0,166,Uttarakhand,"AIIMS, Rishikesh",OBG,AIIMS-All India,UR
0,167,Jammu and Kashmir,"AIIMS, Jammu",GENERAL MEDICINE,AIIMS-All India,UR
0,168,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,169,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,AIIMS-All India,OBC
0,170,Assam,"AIIMS, Guwahati",GENERAL MEDICINE,AIIMS-All India,UR
0,172,Odisha,"AIIMS, Bhubaneswar",GENERAL MEDICINE,AIIMS-All India,OBC
0,174,Odisha,"AIIMS, Bhubaneswar",OBG,AIIMS-All India,UR
0,176,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,177,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,JIPMER-All India,OBC
0,178,Delhi,"AIIMS, Delhi",PSYCHIATRY,AIIMS-All India,UR
0,179,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,180,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,OBC
0,181,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,UR
0,182,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,AIIMS-All India,OBC
0,183,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,AIIMS-All India,SC
0,184,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,UR
0,186,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,AIIMS-All India,EWS
0,187,Uttarakhand,"AIIMS, Rishikesh",NEUROSURGERY 6 YRS,AIIMS-All India,UR
0,188,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,189,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,EWS
0,190,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,AIIMS-All India,UR
0,191,Bihar,"AIIMS, Patna",DERMATOLOGY,AIIMS-All India,UR
0,192,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,AIIMS-All India,UR
0,194,Jharkhand,"AIIMS, Deoghar",GENERAL MEDICINE,AIIMS-All India,UR
0,196,Jharkhand,"AIIMS, Deoghar",GENERAL MEDICINE,AIIMS-All India,OBC
0,198,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,OBC
0,199,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,JIPMER-All India,OBC
0,200,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,AIIMS-All India,UR
0,201,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,UR
0,202,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,AIIMS-All India,UR
0,204,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,PGIMER-All India,UR
0,206,Delhi,"AIIMS, Delhi",RADIATION ONCOLOGY,AIIMS-All India,UR
0,207,Assam,"AIIMS, Guwahati",GENERAL MEDICINE,AIIMS-All India,UR
0,208,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,OBC
0,210,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,212,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,UR
0,214,Delhi,"AIIMS, Delhi",DERMATOLOGY,AIIMS-All India,OBC
0,216,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,AIIMS-All India,UR
0,217,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,AIIMS-All India,UR
0,218,Rajasthan,"AIIMS, Jodhpur",OPHTHALMOLOGY,AIIMS-All India,UR
0,219,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,OBC
0,220,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,OBC
0,221,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,JIPMER-All India,UR
0,224,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,AIIMS-All India,EWS
0,225,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,OBC
0,226,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,AIIMS-All India,UR
0,227,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,OBC
0,228,Jammu and Kashmir,"AIIMS, Jammu",DERMATOLOGY,AIIMS-All India,UR
0,229,Andhra Pradesh,"AIIMS, Mangalagiri",NUCLEAR MEDICINE,AIIMS-All India,UR
0,230,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,EWS
0,232,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,JIPMER-All India,OBC
0,234,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,235,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,AIIMS-All India,UR
0,236,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,EWS
0,237,Punjab,"AIIMS, Bathinda",PAEDIATRICS,AIIMS-All India,UR
0,238,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,AIIMS-All India,EWS
0,240,Gujarat,"AIIMS, Rajkot",RADIO DIAGNOSIS,AIIMS-All India,EWS
0,241,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,UR
0,242,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,UR
0,243,Delhi,"AIIMS, Delhi",PSYCHIATRY,AIIMS-All India,UR
0,245,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIO DIAGNOSIS,AIIMS-All India,EWS
0,246,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,JIPMER-All India,OBC
0,247,Chhattisgarh,"AIIMS, Raipur",OBG,AIIMS-All India,UR
0,248,Delhi,"AIIMS, Delhi",DERMATOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,249,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,JIPMER-All India,OBC
0,250,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,OBC
0,251,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,OBC
0,252,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,253,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,UR
0,254,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,AIIMS-All India,UR
0,256,Punjab,"AIIMS, Bathinda",PAEDIATRICS,AIIMS-All India,UR
0,257,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,OBC
0,258,Delhi,"AIIMS, Delhi",DERMATOLOGY,AIIMS-All India,EWS
0,259,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,AIIMS-All India,OBC
0,261,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,UR
0,263,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,AIIMS-All India,UR
0,264,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,OBC
0,266,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,AIIMS-All India,UR
0,267,Chandigarh,"PGIMER, Chandigarh",RADIATION ONCOLOGY,PGIMER-All India,UR
0,268,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,AIIMS-All India,OBC
0,269,Punjab,"AIIMS, Bathinda",PAEDIATRICS,AIIMS-All India,UR
0,270,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIO DIAGNOSIS,AIIMS-All India,OBC
0,272,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,AIIMS-All India,UR
0,273,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,AIIMS-All India,UR
0,274,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,AIIMS-All India,EWS
0,275,Chhattisgarh,"AIIMS, Raipur",RADIATION ONCOLOGY,AIIMS-All India,UR
0,276,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,AIIMS-All India,UR
0,277,Rajasthan,"AIIMS, Jodhpur",INECTIOUS DISEASES 6 YRS,AIIMS-All India,UR
0,278,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIPMER-All India,UR
0,279,Maharashtra,"AIIMS, Nagpur",DERMATOLOGY,AIIMS-All India,EWS
0,280,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,AIIMS-All India,UR
0,281,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,OBC
0,282,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,AIIMS-All India,UR
0,283,Delhi,"AIIMS, Delhi",PSYCHIATRY,AIIMS-All India,UR
0,284,Pondicherry,"JIPMER, Puducherry",TBRD,JIPMER-All India,OBC
0,285,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,AIIMS-All India,UR
0,286,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,UR
0,287,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,OBC
0,288,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,OBC
0,290,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,UR
0,292,Chandigarh,"PGIMER, Chandigarh",NUCLEAR MEDICINE,PGIMER-All India,OBC
0,293,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,JIPMER-All India,EWS
0,294,Odisha,"AIIMS, Bhubaneswar",PAEDIATRICS,AIIMS-All India,OBC
0,295,Assam,"AIIMS, Guwahati",PAEDIATRICS,AIIMS-All India,UR
0,296,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,AIIMS-All India,UR
0,297,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,UR
0,298,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL MEDICINE,AIIMS-All India,OBC
0,299,Bihar,"AIIMS, Patna",ORTHOPAEDICS,AIIMS-All India,UR
0,300,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,AIIMS-All India,UR
0,301,Assam,"AIIMS, Guwahati",GENERAL MEDICINE,AIIMS-All India,OBC
0,302,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,OBC
0,303,Punjab,"AIIMS, Bathinda",OPHTHALMOLOGY,AIIMS-All India,UR
0,304,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,UR
0,305,Uttarakhand,"AIIMS, Rishikesh",NUCLEAR MEDICINE,AIIMS-All India,OBC
0,306,Bihar,"AIIMS, Patna",GENERAL SURGERY,AIIMS-All India,UR
0,307,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,OBC
0,308,Pondicherry,"JIPMER, Puducherry",TBRD,JIPMER-All India,OBC
0,309,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,AIIMS-All India,UR
0,310,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,UR
0,311,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,JIPMER-All India,SC
0,313,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,OBC
0,314,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,UR
0,316,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,UR
0,318,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,AIIMS-All India,OBC
0,319,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,AIIMS-All India,OBC
0,320,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,UR
0,321,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,AIIMS-All India,UR
0,322,Maharashtra,"AIIMS, Nagpur",PLASTIC SURGERY 6 YRS,AIIMS-All India,UR
0,323,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,AIIMS-All India,UR
0,325,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,AIIMS-All India,OBC
0,328,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,UR
0,330,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,UR
0,331,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,AIIMS-All India,UR
