Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2,CR 2025 3,CR 2025 4
AIQ,OBC,Maharashtra,"Topiwala, Mumbai",GENERAL SURGERY,"157,100",93559,1,5000000,1300,4660(1),4848(1),6425(2),-,-,3907(2),4214(2),4214(2),-,-,3696(2),4700(2),4700(2),-
DNB Post MBBS,GEN,Telangana,"KIMS SunShine Hosp, Hyd",DNBGENERAL MEDICINE,125000,"67,032",0,0,300,5231(2),5198(2),5198(2),-,-,4527(2),4527(2),5915(2),12275(1),-,4758(2),5541(2),4701(2),-
AIQ,OBC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",GENERAL MEDICINE,"24,000","110,646",2,"4,000,000",1050,3424(2),4000(2),4707(2),-,-,4184(2),4796(2),5443(2),-,-,3880(2),3841(2),4704(2),-
AIQ,GEN,Uttarakhand,"Soban Singh Govt Inst, Almora",GENERAL MEDICINE,"60,000","76,600",2,"25,000,000",500,-,-,-,-,-,-,-,-,-,-,-,3218(1),4705(1),-
AIQ,GEN,Odisha,"SCB, Cuttack",GENERAL SURGERY,"35,000",73042,2,"5,509,464",2106,6381(7),6381(7),7445(7),-,-,5449(5),5449(5),6203(5),-,-,4358(4),4710(4),4710(4),-
AIQ,OBC,Andhra Pradesh,"ACSR Medical College, Nellore",GENERAL MEDICINE,"30,000",60823,0,0,355,-,-,-,-,-,3171(2),4402(2),5191(2),-,-,3398(2),4143(2),4711(2),-
AIQ,GEN,Tamil Nadu,Govt Thiruvannamalai Med Coll,GENERAL MEDICINE,"50,000","54,025",2,"4,000,000",500,-,-,-,-,-,-,-,-,-,-,2631(1),3472(1),4712(1),-
AIQ,OBC,Odisha,"SCB, Cuttack",OBG,"35,000",73042,2,"5,509,464",2106,6755(3),9399(3),9399(3),-,-,9044(3),10522(3),10622(3),-,-,4714(2),4714(2),4714(2),-
AIQ,GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",DERMATOLOGY,"30,000",60823,0,0,532,-,-,-,-,-,2514(1),3798(1),3798(1),-,-,2519(1),3677(1),4715(1),-
AIQ,OBC,Bihar,"Darbhanga, Lehriasarai",GENERAL MEDICINE,"9,000",82000,2,"2,500,000",1030,4688(2),4688(2),5725(2),-,-,4652(3),4652(3),4652(3),-,-,4690(2),4717(2),4717(2),-
AIQ,OBC,Karnataka,"Koppal Inst of MS, Koppal",GENERAL MEDICINE,"123,400",56250,1,"5,000,000",Info Not Available,-,-,-,-,-,3581(1),4201(1),5313(1),-,-,2425(1),3359(1),4718(1),-
DNB Post MBBS,GEN,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBGENERAL MEDICINE,125000,95358,0,0,366,-,-,-,-,-,3763(2),3792(2),3792(2),-,-,3074(2),3158(2),4721(2),-
AIQ,GEN,Punjab,"Govt Med Coll, Amritsar",ORTHOPAEDICS,"125,000","76,000",2,"2,000,000",951,-,-,-,-,-,4637(1),5408(1),9632(2),-,-,4724(1),4724(1),4724(1),-
AIQ,OBC,West Bengal,"School of Tropical Med,Kolkata",DERMATOLOGY,"12,000",61634,3,"3,000,000",173,-,-,-,-,-,3661(1),4729(1),6188(1),-,-,4726(1),4726(1),4726(1),-
AIQ,GEN,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"101,500",75444,1,"1,000,000",1300,7396(1),7396(1),7396(1),-,-,7385(2),7385(2),9851(2),-,-,4731(1),4731(1),4731(1),-
NBE Diploma,GEN,Maharashtra,"Dr RN Cooper Gen Hosp, Mumbai",DMRD(NBEMS),125000,80757,0,0,940,-,-,-,-,-,4231(1),3338(1),4846(1),-,-,4739(1),6077(1),4739(1),-
AIQ,EWS,Rajasthan,"Jhalawar Med Coll, Jhalawar",GENERAL MEDICINE,"89,489","87,216",2,15000000,Info Not Available,-,-,-,-,-,2797(1),2797(1),4647(1),-,-,2428(1),3376(1),4744(1),-
DNB Post MBBS,GEN,Maharashtra,"Apple Saraswati, Kolhapur",DNBRADIO DIAGNOSIS,125000,"76,000",0,0,200,4186(2),4894(2),4894(2),-,-,3028(1),3028(1),3251(1),-,-,3442(1),4548(1),4745(1),-
AIQ,GEN,Tamil Nadu,Govt Sivagangai Med Coll,GENERAL MEDICINE,"50,000","54,025",2,"4,000,000",Info Not Available,2639(2),2976(2),3368(2),-,-,-,-,-,-,-,2278(1),2994(1),4747(1),-
AIQ,OBC,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL MEDICINE,"15,000",67032,1,2000000,Info Not Available,-,-,-,-,-,3271(1),4785(1),5756(1),-,-,3024(1),4035(1),4758(1),-
AIQ,GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PAEDIATRICS,"250,000",130653,2,"1,000,000",690,-,-,-,-,-,-,-,-,-,-,-,4140(1),4759(1),-
DNB Post MBBS,GEN,Kerala,"Mar Sleeva Medicity, Kottayam",DNBRADIO DIAGNOSIS,125000,60000,0,0,648,-,-,-,-,-,3148(1),3572(1),3572(1),-,-,4002(2),4022(2),4761(2),-
AIQ,GEN,Gujarat,"Medical College, Baroda",OBG,"30,000",100800,1,"4,000,000",1250,3278(4),5782(4),6219(4),-,-,4411(5),5394(5),5394(5),-,-,2570(3),4393(3),4764(3),-
AIQ,SC,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,"157,100",93559,1,5000000,1866,4807(2),4807(2),6115(2),-,-,3304(2),3824(2),3824(2),-,-,2856(1),2856(1),4771(1),-
AIQ,GEN,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",PAEDIATRICS,"11,000",80000,0,0,1200,6144(2),7158(2),8082(2),-,-,2282(1),3673(1),3673(1),-,-,2843(2),5032(2),4772(2),-
AIQ,OBC,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",DERMATOLOGY,"11,000",80000,0,0,1200,-,-,-,-,-,4359(1),5488(1),5488(1),-,-,4436(1),4778(1),4778(1),-
DNB Post MBBS,GEN,Uttar Pradesh,"Chandan Hospital, Lucknow",DNBRADIO DIAGNOSIS,125000,"85,000",0,0,203,4845(2),4845(2),4845(2),-,-,3695(2),3695(2),3695(2),-,-,3681(4),4397(4),4779(4),-
AIQ,OBC,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",GENERAL MEDICINE,"24,000","110,646",2,"4,000,000",500,4873(1),5142(1),5694(1),-,-,4623(1),5439(1),6519(1),-,-,4704(1),4704(1),4780(1),-
AIQ,OBC,Maharashtra,"Seth GS, Mumbai",OBG,"157,100",93559,1,5000000,2250,3510(5),5389(5),6780(5),-,-,3836(4),4218(4),4649(4),-,-,4206(5),4257(5),4783(5),-
AIQ,GEN,Maharashtra,"Pimpri Chinchwad, Pimpri",GENERAL SURGERY,"157,100",93559,1,5000000,750,-,-,-,-,-,2698(1),4267(1),4267(1),-,-,3083(2),2672(2),4785(2),-
AIQ,GEN,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",GENERAL MEDICINE,"101,500",75444,1,"1,000,000",750,3152(1),3042(1),3530(1),-,-,2717(3),2962(3),3425(3),6611(1),-,2612(3),3074(3),4786(3),-
DNB Post MBBS,GEN,Maharashtra,"Aditya Birla Mem Hosp, Pune",DNBNUCLEAR MEDICINE,125000,86629,0,0,500,4925(1),7409(1),8021(1),14666(1),-,-,-,-,-,-,3467(1),4788(1),4788(1),-
DNB Post MBBS,GEN,Tamil Nadu,"Apollo Spec Hosp, MountRd,CHN",DNBRADIO DIAGNOSIS,125000,"48,000",0,0,290,3229(2),4381(2),4949(2),-,-,2720(2),3102(2),3400(2),-,-,3798(4),4790(4),4790(4),-
DNB Post MBBS,GEN,Madhya Pradesh,"SAIMS Hospital, Indore",DNBNUCLEAR MEDICINE,125000,"75,444",0,0,-,-,-,-,-,-,-,-,-,-,-,-,4791(2),4791(2),-
AIQ,OBC,Telangana,"NIMS, Hyderabad",ORTHOPAEDICS,"72,000",116844,1,2000000,1498,4187(1),4187(1),8926(1),-,-,4319(1),5979(1),10447(1),16063(1),-,4797(1),4797(1),4797(1),-
DNB Post MBBS,GEN,Tamil Nadu,"SRM Inst for Med Sci, Chennai",DNBRADIO DIAGNOSIS,125000,48000,0,0,245,3345(2),4842(2),4842(2),-,-,3541(2),3829(2),3829(2),-,-,4169(3),5110(3),4798(3),-
AIQ,OBC,Uttar Pradesh,"IMS(BHU), Varanasi",OBG,"48,226","112,054",0,0,2424,2526(1),2526(1),2526(1),-,-,4346(2),4375(2),5834(2),-,-,4801(1),4801(1),4801(1),-
AIQ,OBC,Maharashtra,"Sri Bhausaheb, Dhule",DERMATOLOGY,"157,100",93559,1,5000000,545,4070(1),3842(1),5394(1),-,-,-,-,-,-,-,2014(1),3122(1),4802(1),-
AIQ,GEN,Rajasthan,"SMS, Jaipur",ENT,"14,093","87,216",2,5000000,5702,5502(2),6658(2),6658(2),-,-,5130(3),5978(3),7168(3),-,-,5425(3),5425(3),4806(3),-
AIQ,GEN,Uttar Pradesh,"JNMC (AMU), Aligarh",OBG,"54,700","114,975",0,0,1269,2823(1),2823(1),2981(1),-,-,3624(3),3624(3),5027(3),-,-,4346(5),4808(5),4808(5),-
DNB Post MBBS,OBC,Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBRADIO DIAGNOSIS,125000,"67,500",0,0,860,-,-,-,-,-,-,-,-,-,-,4164(1),4164(1),4811(1),-
AIQ,GEN,Maharashtra,"Pimpri Chinchwad, Pimpri",PAEDIATRICS,"157,100",93559,1,5000000,750,-,-,-,-,-,3259(1),3281(1),3281(1),-,-,3611(1),4271(1),4816(1),-
AIQ,EWS,Maharashtra,"MGIMS, Wardha",GENERAL MEDICINE,"157,100",93559,1,5000000,1000,2033(1),2033(1),3249(1),-,-,1373(1),2703(1),2703(1),-,-,2135(1),2756(1),4819(1),-
AIQ,GEN,Madhya Pradesh,"MGM Med Coll, Indore",OBG,"101,500",75444,1,"1,000,000",1300,4552(5),5398(5),6413(5),-,-,4009(4),4470(4),4470(4),-,-,4297(5),4437(5),4821(5),-
DNB Post MBBS,GEN,Uttar Pradesh,"Regency Hospital, Kanpur",DNBRADIO DIAGNOSIS,125000,70000,0,0,215,3854(1),4546(1),4546(1),-,-,3354(1),3041(1),3041(1),-,-,3851(1),4824(1),4824(1),-
DNB Post MBBS,GEN,Maharashtra,"Apollo Hospital, Navi Mumbai",DNBGENERAL MEDICINE,125000,89000,0,0,473,5082(2),5791(2),5791(2),-,-,4484(4),4518(4),5310(4),-,-,4253(4),4582(4),4831(4),-
DNB Post MBBS,EWS,Telangana,"MNJ Inst of Oncology,Hyderabad",DNBRADIO DIAGNOSIS,125000,67032,0,0,500,-,-,-,-,-,-,-,-,-,-,4835(1),4835(1),4835(1),-
DNB Post MBBS,GEN,Karnataka,"St Philomena's Hosp,Bangalore",DNBGENERAL MEDICINE,125000,56250,0,0,371,5184(4),5906(4),6283(4),-,-,5515(3),5648(3),6480(3),-,-,5111(3),4742(3),4838(3),-
MNG,GEN,Karnataka,"Kasturba Med Coll, Manipal",RADIO DIAGNOSIS,"3,398,000",56250,0,0,2032,5534(7),5534(7),5534(7),-,-,4891(7),4891(7),4891(7),-,-,4840(10),4840(10),4840(10),-
AIQ,OBC,Karnataka,"ESI, Bangalore",PAEDIATRICS,"250,000","114,016",2,"1,000,000",530,-,-,-,-,-,-,-,-,-,-,3787(1),4718(1),4844(1),-
AIQ,GEN,Bihar,"IGIMS, Patna",GENERAL SURGERY,"160,000","122,878",0,0,1170,4859(2),4534(2),4534(2),-,-,4175(2),4373(2),5138(2),-,-,3283(1),2986(1),4845(1),-
AIQ,GEN,West Bengal,"IPGMER, Kolkata",OBG,"12,000",61634,3,"3,000,000",2300,3445(3),4032(3),4245(3),-,-,3068(3),3068(3),4999(3),-,-,4115(3),4856(3),4856(3),-
DNB Post MBBS,GEN,Chhattisgarh,"VedantaMedResFoun-BALCO,Raipur",DNBNUCLEAR MEDICINE,125000,"100,000",0,0,170,-,-,-,-,-,-,-,-,-,-,4545(2),4858(2),4858(2),-
IP,GEN,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,51000,136008,1,2000000,1626,4798(3),6328(3),6328(3),-,-,4152(4),4152(4),4152(4),-,-,4214(4),4864(4),4864(4),-
AIQ,OBC,Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,"30,000",60823,0,0,707,-,-,-,-,-,-,-,-,-,-,3001(1),3164(1),4869(1),-
AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"125,000","104,346",0,0,2080,2862(3),2862(3),2862(3),-,-,1936(2),2196(2),2901(2),-,-,3208(3),4679(3),4871(3),-
AIQ,EWS,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",GENERAL MEDICINE,"11,000",80000,0,0,1200,4739(1),4739(1),3625(1),-,-,2608(1),4182(1),4638(1),-,-,4878(1),4878(1),4878(1),-
AIQ,GEN,Assam,"Fakhruddin Ali Ahmed, Barpeta",RADIO DIAGNOSIS,"27,300","55,200",2,"2,000,000",470,-,-,-,-,-,2125(2),2684(2),2792(2),-,-,2728(2),4137(2),4880(2),-
AIQ,GEN,Rajasthan,"SMS, Jaipur",GENERAL SURGERY,"14,093","87,216",2,10000000,5702,1852(7),2221(7),3420(8),-,-,1913(9),2735(9),2822(9),-,-,2450(9),4528(9),4883(9),-
DNB Post MBBS,GEN,Punjab,"Capitol Hospital, Jalandhar",DNBRADIO DIAGNOSIS,125000,"67,968",0,0,300,-,-,-,-,-,3986(1),3986(1),3986(1),-,-,3578(2),4853(2),4889(2),-
AIQ,EWS,Karnataka,"KIMS, Hubli",OBG,"123,400",56250,1,"5,000,000",1200,3388(1),7378(1),7378(1),-,-,5712(1),5712(1),5712(1),-,-,4898(1),4898(1),4898(1),-
AIQ,OBC,West Bengal,"RG Kar Med Coll, Kolkata",GENERAL MEDICINE,"12,000",61634,3,"3,000,000",1663,3696(2),4191(2),4191(2),-,-,4581(2),4581(2),4581(2),-,-,4233(1),4901(1),4901(1),-
AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL SURGERY,"24,000","110,646",2,"4,000,000",1090,6536(4),7402(4),8857(4),-,-,5165(3),6562(3),6939(3),-,-,4415(2),4903(2),4903(2),-
AIQ,EWS,Karnataka,"Bangalore Med Coll, Bangalore",OBG,"123,400",56250,1,"5,000,000",1993,2643(1),2643(1),2643(1),-,-,4217(2),4217(2),4217(2),-,-,3830(1),2771(1),4904(1),16342(1)
AIQ,GEN,Jammu and Kashmir,"Government Med Coll,Anantnag",GENERAL MEDICINE,"32,500",63240,0,0,534,-,-,-,-,-,-,-,-,-,-,-,3822(1),4905(1),9704(1)
DNB Post MBBS,GEN,Punjab,"Fortis Hospital, Mohali",DNBGENERAL MEDICINE,125000,"76,000",0,0,350,8252(2),8252(2),8252(2),-,-,5991(2),5991(2),6525(2),-,-,4367(2),4911(2),4911(2),-
AIQ,OBC,Kerala,"Govt Med Coll, Kollam",PAEDIATRICS,"69,470",57876,1,"5,000,000",500,-,-,-,-,-,-,-,-,-,-,-,3395(1),4915(1),-
AIQ,SC,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,"54,700",126725,2,"4,000,000",4500,-,-,-,-,-,1713(1),1837(1),2252(1),-,-,4237(1),4917(1),4917(1),-
AIQ,SC,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,"50,000","54,025",2,"4,000,000",1661,-,-,-,-,-,5428(2),5428(2),5428(2),-,-,3284(1),4920(1),4920(1),-
AIQ,SC,Karnataka,"Mysore Med Coll, Mysore",DERMATOLOGY,"123,400",56250,1,"5,000,000",1050,-,-,-,-,-,-,-,-,-,-,2652(1),4922(1),4922(1),-
AIQ,OBC,Madhya Pradesh,"SSMC, Rewa",DERMATOLOGY,"101,500",75444,1,"1,000,000",1140,-,-,-,-,-,-,-,-,-,-,-,4719(1),4923(1),-
AIQ,OBC,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PAEDIATRICS,"250,000","115,506",2,"1,000,000",470,-,-,-,-,-,4493(1),5320(1),3752(1),-,-,3761(1),4927(1),4927(1),-
AIQ,OBC,Tamil Nadu,"Madurai Med Coll, Madurai",OBG,"50,000","54,025",2,"4,000,000",3518,3517(3),4830(3),4830(3),-,-,4764(3),6590(3),8585(3),-,-,4931(2),4931(2),4931(2),-
AIQ,GEN,Delhi,"MAMC, Delhi",RADIATION ONCOLOGY,"16,200","132,336",1,2000000,2800,6011(1),10489(1),11503(1),-,-,5474(2),5293(2),5293(2),-,-,4144(1),4936(1),4936(1),-
DNB Post MBBS,GEN,Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DNBGENERAL MEDICINE,125000,"67,032",0,0,550,4451(2),4451(2),5495(2),-,-,3994(2),3994(2),4284(2),-,-,3989(2),3989(2),4947(2),-
BHU,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",PAEDIATRICS,"48,226","112,054",0,0,2424,2079(3),7745(3),7745(3),-,-,2774(3),16458(3),8019(3),12190(1),-,2610(1),2610(1),4951(2),-
AIQ,GEN,Karnataka,"Chamrajanagar IMS, Karnataka",GENERAL MEDICINE,"123,400",56250,1,"5,000,000",750,-,-,-,-,-,1589(1),2041(1),4174(1),-,-,2165(1),3144(1),4954(1),-
AIQ,GEN,Karnataka,"Koppal Inst of MS, Koppal",DERMATOLOGY,"123,400",56250,1,"5,000,000",Info Not Available,-,-,-,-,-,-,-,-,-,-,-,3345(1),4957(1),-
DNB Post MBBS,GEN,Maharashtra,"BARC Hosp, Mumbai",DNBGENERAL MEDICINE,125000,96000,0,0,390,4455(3),4493(3),5408(3),7587(2),-,3704(3),3704(3),4349(3),-,-,3448(3),3783(3),4958(3),-
AIQ,OBC,Assam,"Jorhat Med Coll, Jorhat",RADIO DIAGNOSIS,"27,300","55,200",2,"2,000,000",814,3417(1),3729(1),3729(1),-,-,-,-,-,-,-,3740(1),4964(1),4964(1),-
IP,EWS,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PAEDIATRICS,51000,136008,1,2000000,1626,3799(1),3799(1),3799(1),-,-,10152(2),10152(2),10152(2),-,-,4965(1),4965(1),4965(1),-
DNB Post MBBS,GEN,Odisha,"UtkalInstofMedSci, Bhubaneswar",DNBRADIO DIAGNOSIS,125000,72100,0,0,200,-,-,-,-,-,-,-,-,-,-,3837(1),3837(1),4966(1),-
DNB Post MBBS,GEN,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBGENERAL MEDICINE,125000,53000,0,0,175,5477(2),5653(2),5833(2),-,-,5157(2),6354(2),6354(2),-,-,3838(2),4915(2),4968(2),-
AIQ,OBC,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"15,000",67032,1,2000000,4800,3335(7),3585(7),3595(7),-,-,4012(7),4807(7),5547(8),-,-,3437(7),4520(7),4971(7),-
AIQ,GEN,Karnataka,"Bidar IMS, Bidar",GENERAL MEDICINE,"123,400",56250,1,"5,000,000",500,-,-,-,-,-,-,-,-,-,-,2245(1),2915(1),4976(1),-
DNB Post MBBS,OBC,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBDERMATOLOGY,125000,95358,0,0,366,-,-,-,-,-,-,-,-,-,-,-,3753(1),4977(1),-
AIQ,GEN,West Bengal,"RG Kar Med Coll, Kolkata",ORTHOPAEDICS,"12,000",61634,3,"3,000,000",1663,2990(3),2990(3),2990(3),-,-,2212(1),2212(1),5282(1),-,-,3391(2),3616(2),4980(2),-
AIQ,OBC,West Bengal,"Nilratan Sircar, Kolkata",GENERAL MEDICINE,"12,000",61634,3,"3,000,000",1920,2875(1),2875(1),2875(1),-,-,2152(2),3108(2),4491(2),-,-,3632(1),4981(1),4981(1),-
DNB Post MBBS,GEN,Telangana,"KIMS Hospital, Hyderabad",DNBRADIO DIAGNOSIS,125000,67032,0,0,200,1641(1),4550(1),4550(1),-,-,3226(2),3581(2),3581(2),-,-,3520(4),4648(4),4982(4),-
AIQ,OBC,Gujarat,"PDU Med Coll, Rajkot",GENERAL MEDICINE,"30,000",100800,1,"4,000,000",750,3233(1),3301(1),3797(1),5099(1),8070(1),2458(2),3217(2),3358(2),-,-,3220(2),3986(2),4986(2),4882(1)
AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",OPHTHALMOLOGY,"69,470",57876,1,"5,000,000",1400,9034(1),12203(1),7099(1),-,-,9113(2),11299(2),13781(2),-,-,4988(1),4988(1),4988(1),-
DNB Post MBBS,GEN,Haryana,"BPS Med Coll, Sonepat",DNBGENERAL MEDICINE,125000,104346,0,0,550,-,-,-,-,-,4449(2),4449(2),5378(2),-,-,4360(2),4655(2),4992(2),9158(1)
AIQ,GEN,Rajasthan,"SMS, Jaipur",OBG,"14,093","87,216",2,15000000,5702,3487(13),3660(13),3960(13),8463(1),-,2523(14),2983(14),2983(14),7724(1),-,3404(13),3872(13),4994(13),-
AIQ,EWS,Delhi,"UCMS, Delhi",PAEDIATRICS,"47,220","132,336",1,2000000,1000,2233(1),2233(1),3542(1),-,-,2221(1),2263(1),3662(1),9216(1),-,3121(1),4999(1),4999(1),-
AIQ,GEN,Uttar Pradesh,"IMS(BHU), Varanasi",ORTHOPAEDICS,"48,226","112,054",0,0,2424,2017(2),2017(2),4964(2),-,-,1044(1),1044(1),4733(4),-,-,2796(3),3738(3),5000(3),-
AIQ,GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",GENERAL SURGERY,"30,000",60823,0,0,1450,6273(3),6749(3),6749(3),-,-,6464(4),7121(4),7121(4),-,-,4685(4),5218(4),5005(4),10677(1)
AIQ,EWS,Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,"50,000","54,025",2,"4,000,000",7285,-,-,-,-,-,3719(2),3719(2),4918(2),-,-,4526(2),5006(2),5006(2),-
DNB Post MBBS,GEN,Odisha,"Apollo Hospital, Bhubaneswar",DNBGENERAL MEDICINE,125000,66916,0,0,350,7253(2),7253(2),7253(2),-,-,7952(2),7952(2),7952(2),-,-,4429(2),5018(2),5018(2),-
AIQ,OBC,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",GENERAL MEDICINE,"11,000",80000,0,0,1200,4301(4),4130(4),4676(4),-,-,4535(2),4779(2),4779(2),-,-,4780(2),3386(2),5025(2),-
AIQ,GEN,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL MEDICINE,"101,500",75444,1,"1,000,000",300,3194(3),3194(3),4080(3),-,-,2625(2),2908(2),3718(2),-,-,2622(2),3584(2),5030(2),-
AIQ,GEN,Karnataka,Karwar Inst of Med Sciences,GENERAL MEDICINE,"123,400",56250,1,"5,000,000",650,2481(1),3127(1),3127(1),-,-,2334(1),2933(1),4135(1),-,-,2119(1),3332(1),5031(1),-
AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",OBG,"123,400",56250,1,"5,000,000",1993,4366(4),3898(4),3898(4),-,-,3197(2),3628(2),3628(2),-,-,3849(4),3690(4),5035(4),-
AIQ,EWS,Maharashtra,"MPGIMER, Nashik",GENERAL MEDICINE,"157,100",93559,1,5000000,560,-,-,-,-,-,2430(1),3689(1),4182(1),-,-,2095(1),3133(1),5045(1),-
AIQ,SC,Kerala,"Govt of Med Sci, Pariyaram",RADIO DIAGNOSIS,"69,470",57876,1,"5,000,000",1752,-,-,-,-,-,-,-,-,-,-,5048(1),5048(1),5048(1),-
AIQ,GEN,West Bengal,"Nilratan Sircar, Kolkata",OBG,"12,000",61634,3,"3,000,000",1920,3223(2),4485(2),5037(2),-,-,4136(3),4136(3),4136(3),-,-,4856(2),5049(2),5049(2),14445(1)
AIQ,OBC,Himachal Pradesh,"IGMC, Shimla",DERMATOLOGY,"24,000","40,000",2,"4,000,000",1031,3243(1),3318(1),5143(1),-,-,-,-,-,-,-,3374(1),4802(1),5055(1),-
AIQ,EWS,Maharashtra,"BJMC, Pune",OBG,"157,100",93559,1,5000000,1296,4560(1),5399(1),8718(1),-,-,-,-,-,-,-,5058(1),5058(1),5058(1),-
AIQ,EWS,Uttar Pradesh,"KGMU, Lucknow",PAEDIATRICS,"54,700",126725,2,"4,000,000",4500,3050(1),3050(1),3050(1),-,-,3317(2),4629(2),6196(2),-,-,5060(1),5060(1),5060(1),-
AIQ,GEN,Kerala,"Govt Med Coll, Kottayam",OBG,"69,470",57876,1,"5,000,000",2094,1240(2),4603(2),4603(2),-,-,-,-,-,-,-,3759(2),5064(2),5064(2),-
AIQ,EWS,Karnataka,"Bangalore Med Coll, Bangalore",PAEDIATRICS,"123,400",56250,1,"5,000,000",1993,-,-,-,-,-,2870(1),2870(1),2870(1),-,-,2972(1),2972(1),5066(1),-
DNB Post MBBS,GEN,Maharashtra,"Asian IMS, Dombivli (E)",DNBRADIO DIAGNOSIS,125000,"83,000",0,0,Info Not Available,4403(2),4186(2),4403(2),-,-,2141(2),2921(2),3028(2),-,-,3119(4),4138(4),5067(4),-
AIQ,GEN,Maharashtra,"Topiwala, Mumbai",ORTHOPAEDICS,"157,100",93559,1,5000000,1300,2992(1),3401(1),3401(1),-,-,-,-,-,-,-,2308(1),2308(1),5068(1),-
AIQ,GEN,Gujarat,"Govt Med Coll, Surat",GENERAL SURGERY,"30,000",100800,1,"4,000,000",1150,2531(5),4125(5),5575(5),-,-,2537(3),4008(3),4673(3),-,-,2476(5),4610(5),5074(5),-
AIQ,GEN,Odisha,"Govt Med Coll, Balangir",PAEDIATRICS,"35,000",73042,2,"5,509,464",Info Not Available,-,-,-,-,-,-,-,-,-,-,-,5086(1),5086(1),-
AIQ,GEN,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,"69,470",57876,1,"5,000,000",2094,2310(3),5274(3),5278(3),-,-,2288(4),2288(4),2775(4),-,-,2138(3),3844(3),5088(3),-
AIQ,GEN,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL SURGERY,"157,100",93559,1,5000000,822,2571(2),3382(2),5276(2),-,-,2896(1),4286(1),5347(2),-,-,3076(2),3752(2),5089(2),-
AIQ,GEN,Uttar Pradesh,"MLN Med Coll, Allahabad",PAEDIATRICS,"24,000","110,646",2,"4,000,000",Info Not Available,3532(3),4712(3),4712(3),-,-,2343(1),4354(1),4467(1),-,-,4117(2),5090(2),5090(2),-
AIQ,GEN,Maharashtra,"Govt Med Coll, Nagpur",GENERAL SURGERY,"157,100",93559,1,5000000,1866,1818(3),3339(3),3382(3),-,-,2923(3),3263(3),4690(3),-,-,2955(4),3140(4),5093(4),-
DNB Post MBBS,GEN,Madhya Pradesh,"Bansal Hospital, Shahpura",DNBRADIO DIAGNOSIS,125000,"75,000",0,0,301,3757(1),4224(1),4224(1),-,-,2877(1),3430(1),3420(1),-,-,3350(2),4288(2),5096(2),-
DU,GEN,Delhi,"UCMS, Delhi",PAEDIATRICS,"47,220","132,336",1,2000000,1000,2198(4),2198(4),2415(4),-,-,3099(5),4153(5),4874(5),-,-,3348(4),3529(4),5098(4),-
AIQ,OBC,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",GENERAL MEDICINE,"30,000",60823,0,0,500,-,-,-,-,-,3432(1),4740(1),5484(1),-,-,2956(1),3444(1),5100(1),-
AIQ,OBC,Tamil Nadu,"Madras Med Coll, Chennai",OBG,"50,000","54,025",2,"4,000,000",7285,2750(7),2750(7),4689(7),-,-,3787(7),4536(7),6768(7),-,-,3401(8),3832(8),5101(8),-
