Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,
1,4010,Bihar,"Patna Med Coll, Patna",PAEDIATRICS,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",1748,
1,4011,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,SC,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,4012,Tamil Nadu,"Kanyakumari Med Coll, Asaripallam",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",840,
1,4013,West Bengal,"ESI, Joka, Kolkata",GENERAL MEDICINE,AIQ,OBC,"?2,50,000","?1,00,980",2,"?10,00,000",470,
1,4014,Gujarat,"Govt Med Coll, Surat",ORTHOPAEDICS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1150,
1,4015,Jammu and Kashmir,"Govt Med Coll, Srinagar",OBG,AIQ,GEN,"?32,500","? 63,240",0,?0,3120,
1,4016,Haryana,"Sarvodaya Hospital, Faridabad",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 73,000",0,? 0,450,
1,4019,Uttar Pradesh,"JNMC (AMU), Aligarh",SPM,AIQ,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,4022,Karnataka,"SparshHosp,RajarajeshwariNgr,BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?52,000",0,? 0,400,
1,4023,Rajasthan,"SP Med Coll, Bikaner",OBG,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",1570,
1,4024,Chhattisgarh,"VedantaMedResFoun-BALCO,Raipur",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","?1,00,000",0,? 0,170,
1,4025,Haryana,"Maharaja Agrasen MCHosp,Agroha",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 90,209",0,? 0,705,
1,4026,Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL SURGERY,AIQ,GEN,"?30,000","? 60,823",0,?0,1170,
1,4027,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL SURGERY,AIQ,GEN,"?24,000","?1,10,646",2,"?40,00,000",1090,
1,4029,Karnataka,"AarthiScans,JayaNagar,BLR(Joint)",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 50,000",0,? 0,0,
1,4030,Maharashtra,"Noble Hospital, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,700",0,? 0,350,
1,4031,Maharashtra,"Noble Hospital, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,700",0,? 0,350,
1,4032,Karnataka,"St Philomena's Hosp,Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 56,250",0,? 0,371,
1,4033,Odisha,"SCB, Cuttack",PAEDIATRICS,AIQ,OBC,"?35,000","? 73,042",2,"?55,09,464",2106,
1,4034,Karnataka,"Raichur IMS, Raichur",DERMATOLOGY,AIQ,EWS,"?1,23,400","? 56,250",1,"?50,00,000",500,
1,4036,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL MEDICINE,AIQ,OBC,"?1,01,500","? 75,444",1,"?10,00,000",540,
1,4037,Kerala,"Caritas Hospital, Kottayam",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,660,
1,4038,Telangana,"NIMS, Hyderabad",ORTHOPAEDICS,AIQ,GEN,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,4039,Uttar Pradesh,"JNMC (AMU), Aligarh",PAEDIATRICS,AMU,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,4040,Rajasthan,"Eternal HeartCare Cent, Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 64,584",0,? 0,225,
1,4042,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PAEDIATRICS,AIQ,OBC,"?30,000","? 60,823",0,?0,1450,
1,4047,Rajasthan,"RNT, Udaipur",PAEDIATRICS,AIQ,OBC,"?14,093","?87,216",2,"? 10,000,000",2206,
1,4049,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1177,
1,4051,Uttar Pradesh,"JNMC (AMU), Aligarh",PAEDIATRICS,AMU,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,4054,Maharashtra,"Seth GS, Mumbai",PAEDIATRICS,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,4055,Maharashtra,"Apollo Hospital, Navi Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,000",0,? 0,473,
1,4056,Kerala,"Govt Med Coll, Kozhikode",OBG,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,4057,Uttar Pradesh,"JNMC (AMU), Aligarh",ORTHOPAEDICS,AMU,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,4059,Maharashtra,"Bhaktivedanta Hosp, Thane",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 82,769",0,? 0,200,
1,4060,Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,4061,West Bengal,Calcutta National Med Coll,GENERAL SURGERY,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1470,
1,4062,Karnataka,"VIMS, Bellary",OBG,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1295,
1,4063,Tamil Nadu,"Govt Med Coll, Omandurar",OBG,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",Info Not Available,
1,4066,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,SC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,4067,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,ST,"?14,093","?87,216",2,"? 15,000,000",5702,
1,4068,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,AIQ,OBC,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,4069,Uttar Pradesh,"IMS(BHU), Varanasi",OPHTHALMOLOGY,BHU,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,4070,Jharkhand,"Rajendra IMS, Ranchi",GENERAL MEDICINE,AIQ,OBC,"? 1,550","?1,00,770",3,"?30,00,000",1754,
1,4072,Delhi,"ESI, Basaidarpur, Delhi",PAEDIATRICS,IP,GEN,"?2,50,000","?1,30,846",2,"?10,00,000",600,
1,4073,Punjab,"Fortis Hospital, Mohali",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?76,000",0,? 0,350,
1,4074,Madhya Pradesh,"ShalbyHos,RSBhandariMarg,Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 69,115",0,? 0,190,
1,4075,Rajasthan,"SMS, Jaipur",OBG,AIQ,OBC,"?14,093","?87,216",2,"? 15,000,000",5702,
1,4076,West Bengal,"Tata Medical Center, Kolkata",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 70,000",0,? 0,437,
1,4077,Maharashtra,"Govt Med Coll, Nagpur",PAEDIATRICS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,4078,Delhi,"ESI, Basaidarpur, Delhi",ORTHOPAEDICS,AIQ,GEN,"?2,50,000","?1,30,846",2,"?10,00,000",600,
1,4080,Telangana,"Osmania Med Coll, Hyderabad",ENT,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,4081,Tamil Nadu,"MIOT Hospital, Chennai",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 60,000",0,? 0,920,
1,4083,Rajasthan,"SMS, Jaipur",PSYCHIATRY,AIQ,GEN,"?14,093","?87,216",2,"? 10,000,000",5702,
1,4085,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 86,000",0,? 0,350,
1,4086,Kerala,"Baby Memorial, Kozhikode",DNBPAEDIATRICS,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,600,
1,4087,Uttar Pradesh,"LLRM Med Coll, Meerut",OBG,AIQ,GEN,"?24,000","?1,10,646",2,"?40,00,000",1090,
1,4088,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1400,
1,4089,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,AIQ,GEN,"?1,01,500","? 75,444",1,"?10,00,000",1135,
1,4090,Maharashtra,"Seth GS, Mumbai",OBG,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,4091,Delhi,"Maharaja Agrasen Hosp, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 63,000",0,? 0,400,
1,4092,West Bengal,Burdwan Medical College,PAEDIATRICS,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1099,
1,4093,Tamil Nadu,"Madras Med Coll, Chennai",TBRD,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",7285,
1,4094,West Bengal,"RG Kar Med Coll, Kolkata",OBG,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1663,
1,4095,Haryana,"Maharaja Agrasen MCHosp,Agroha",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 90,209",0,? 0,705,
1,4097,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,AIQ,GEN,"?1,01,500","? 75,444",1,"?10,00,000",1135,
1,4098,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,AIQ,EWS,"?60,000","?71,257",2,"?2,50,00,000",600,
1,4099,Tamil Nadu,Govt Dharmapuri Med Coll,PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",Info Not Available,
1,4100,Rajasthan,"SMS, Jaipur",GENERAL SURGERY,AIQ,EWS,"?14,093","?87,216",2,"? 10,000,000",5702,
1,4101,Jammu and Kashmir,"Govt Med Coll, Srinagar",OBG,AIQ,GEN,"?32,500","? 63,240",0,?0,3120,
1,4102,Bihar,"Patna Med Coll, Patna",GENERAL SURGERY,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",1748,
1,4103,Uttar Pradesh,"JNMC (AMU), Aligarh",PSYCHIATRY,AIQ,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,4104,Kerala,"Malabar IMS, Kozhikode",DNBPAEDIATRICS,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,573,
1,4106,Maharashtra,"Indira Gandhi MedColl, Nagpur",RADIO DIAGNOSIS,AIQ,SC,"?1,57,100","? 93,559",1,"? 5,000,000",822,
1,4107,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",GENERAL MEDICINE,AIQ,OBC,"?11,000","? 80,000",0,?0,1200,
1,4108,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1177,
1,4109,Tamil Nadu,Govt Thiruvannamalai Med Coll,PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",500,
1,4110,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",TBRD,AIQ,GEN,"?2,50,000","?1,15,506",2,"?10,00,000",470,
1,4111,Maharashtra,"Govt Med Coll Hosp, Akola",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?93,359",1,"? 5,000,000",946,
1,4112,Kerala,"Govt Med Coll, Kozhikode",OBG,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,4113,West Bengal,"Manipal Hospital,EM Bypass,Kolkata",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?61,634",0,? 0,500,
1,4114,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,"? 3,000","? 100,706",0,? 0,643,
1,4115,West Bengal,"IPGMER, Kolkata",OBG,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,4116,Uttar Pradesh,"KGMU, Lucknow",PSYCHIATRY,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,4117,Uttar Pradesh,"MLN Med Coll, Allahabad",PAEDIATRICS,AIQ,GEN,"?24,000","?1,10,646",2,"?40,00,000",Info Not Available,
1,4118,Bihar,"Patna Med Coll, Patna",OBG,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",1748,
1,4119,West Bengal,Bankura Sammilani Med Coll,TBRD,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1441,
1,4120,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBPAEDIATRICS,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,4121,Karnataka,"VIMS, Bellary",OBG,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1295,
1,4122,Delhi,"MAMC, Delhi",ORTHOPAEDICS,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,4123,Maharashtra,"Indira Gandhi MedColl, Nagpur",OBG,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",822,
1,4124,Maharashtra,"Sahyadri SS Hosp, Karve Road",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,000",0,? 0,225,
1,4125,Punjab,"Govt Med Coll, Patiala",OBG,AIQ,GEN,"?1,25,000","?76,000",2,"?20,00,000",1130,
1,4126,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,AIQ,GEN,"?20,000","? 67,500",2,"?50,00,000",1246,
1,4128,Delhi,"Maharaja Agrasen Hosp, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 63,000",0,? 0,400,
1,4130,Kerala,"Medical College, Trivandrum",OBG,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,4131,Tamil Nadu,"Kanyakumari Med Coll, Asaripallam",GENERAL MEDICINE,AIQ,EWS,"?50,000","?54,025",2,"?40,00,000",840,
1,4132,Rajasthan,"JLNMC, Ajmer",GENERAL SURGERY,AIQ,GEN,"?14,093","?87,216",2,"? 10,000,000",1428,
1,4133,Maharashtra,"Hiranandani Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?80,000",0,? 0,244,
1,4136,Tamil Nadu,"MIOT Hospital, Chennai",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 60,000",0,? 0,920,
1,4138,Maharashtra,"Govt Med Coll, Latur",RADIO DIAGNOSIS,AIQ,SC,"?1,57,100","? 93,559",1,"? 5,000,000",750,
1,4139,Delhi,"Dr Shroff's Eye Hosp,Daryaganj",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"? 125,000","?60,000",0,? 0,56,
1,4140,Telangana,"Kakatiya Med Coll, Warangal",PAEDIATRICS,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",1150,
1,4141,Telangana,"Kamineni Hospital, King Koti",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?67,032",0,? 0,150,
1,4142,Maharashtra,"PGIMS, Navi Mumbai",PAEDIATRICS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",580,
1,4143,Kerala,"KIMS, Trivandrum",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,650,
1,4144,Delhi,"MAMC, Delhi",RADIATION ONCOLOGY,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,4145,Maharashtra,"Topiwala, Mumbai",ENT,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1300,
1,4146,Gujarat,"BJMC, Ahmedabad",OPHTHALMOLOGY,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,4147,Uttar Pradesh,"MLB Med Coll, Jhansi",GENERAL MEDICINE,AIQ,OBC,"?24,000","?1,10,646",2,"?40,00,000",700,
1,4148,Telangana,"Omega Hosp,BanjaraHills,Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?67,032",0,? 0,230,
1,4149,West Bengal,"Peerless Hospital, Kolkata",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?61,634",0,? 0,500,
1,4150,Maharashtra,"Seth GS, Mumbai",ORTHOPAEDICS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,4151,Bihar,"Darbhanga, Lehriasarai",GENERAL MEDICINE,AIQ,OBC,"?9,000","? 82,000",2,"?25,00,000",1030,
1,4152,Kerala,"Govt Med Coll, Kozhikode",TBRD,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,4154,Maharashtra,"Topiwala, Mumbai",PAEDIATRICS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",1300,
1,4155,Kerala,"Govt Med Coll, Kottayam",ORTHOPAEDICS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
1,4157,West Bengal,"Nilratan Sircar, Kolkata",GENERAL SURGERY,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1920,
1,4159,Maharashtra,"DrHedgewarRugnalaya,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?81,000",0,? 0,500,
1,4160,Kerala,"KIMS, Trivandrum",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,650,
1,4161,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",665,
1,4162,Delhi,"VMMC, Delhi",OBG,AIQ,SC,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,4163,Delhi,"MAMC, Delhi",ENT,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,4164,Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBRADIO DIAGNOSIS,DNB Post MBBS,OBC,"? 125,000","?67,500",0,? 0,860,
1,4165,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,AIQ,OBC,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,4166,Tamil Nadu,"Arvind Eye Hosp, Coimbatore",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"? 125,000","? 48,000",0,? 0,450,
1,4168,Bihar,"Patna Med Coll, Patna",OBG,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",1748,
1,4169,Tamil Nadu,"SRM Inst for Med Sci, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 48,000",0,? 0,245,
1,4170,Madhya Pradesh,"Choithram Hospital, Indore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 75,444",0,? 0,350,
1,4171,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,4173,Tamil Nadu,"Kanchi Kamakoti, Chennai",DNBPAEDIATRICS,DNB Post MBBS,GEN,"? 125,000","? 48,000",0,? 0,200,
1,4174,Maharashtra,"Tata Memorial, Mumbai",RADIATION ONCOLOGY,AIQ,GEN,"?1,05,500","? 105,840",1,"?25,00,000",614,
1,4176,Gujarat,"Govt Med Coll, Surat",PAEDIATRICS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1150,
1,4178,Tamil Nadu,"Madurai Med Coll, Madurai",OBG,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",3518,
1,4179,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,4180,Bihar,"JLMCH, Mayaganj Bhagalpur",DNBDERMATOLOGY,DNB Post MBBS,GEN,"? 125,000","? 82,000",2,"?25,00,000",659,
1,4181,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",PAEDIATRICS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1177,
1,4184,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,ST,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,4186,Maharashtra,"Topiwala, Mumbai",ENT,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1300,
1,4187,West Bengal,"BCRoy PGI of PaedSci,Kolkata",PAEDIATRICS,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",620,
1,4189,Rajasthan,"RNT, Udaipur",OBG,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",2206,
1,4190,Maharashtra,"Saifee Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,700",0,? 0,257,
1,4191,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,AIQ,EWS,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,4192,Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?56,250",0,? 0,214,
1,4194,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PAEDIATRICS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,4195,Chhattisgarh,"Apollo Hospital, Bilaspur",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?67,500",0,? 0,300,
1,4196,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,4197,Rajasthan,"SNMC, Jodhpur",PAEDIATRICS,AIQ,EWS,"?14,093","?87,216",2,"? 10,000,000",3101,
1,4198,Bihar,"Patna Med Coll, Patna",PAEDIATRICS,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",1748,
1,4200,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,AIQ,GEN,"?1,01,500","? 75,444",1,"?10,00,000",1135,
1,4202,Telangana,"Indo-American Cancer,Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?50,686",0,? 0,500,
1,4203,Karnataka,"Kasturba Med Coll, Manipal",GENERAL MEDICINE,MNG,GEN,"?27,92,000","? 56,250",0,? 0,2032,
1,4206,Maharashtra,"Seth GS, Mumbai",OBG,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,4207,Telangana,"Rajiv Gandhi IMS, Adilabad",DERMATOLOGY,AIQ,EWS,"?15,000","? 67,032",1,"? 2,000,000",Info Not Available,
1,4208,Telangana,"Medicover Hospitals, Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?50,686",0,? 0,285,
1,4209,West Bengal,"Manipal Hospital,EM Bypass,Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?61,634",0,? 0,500,
1,4210,Tamil Nadu,"Stanley Med Coll, Chennai",TBRD,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",1661,
1,4212,Chhattisgarh,"CIMS, Bilaspur",GENERAL MEDICINE,AIQ,OBC,"?20,000","? 67,500",2,"?50,00,000",550,
1,4213,Maharashtra,"Apollo Hospital, Navi Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,000",0,? 0,473,
1,4214,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,4215,West Bengal,"The Mission Hosp, Durgapur, WB",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 61,634",0,? 0,499,
1,4216,Kerala,"Little Flower Hosp, Angamaly",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 55,120",0,? 0,690,
1,4217,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,BHU,SC,"?48,226","?1,12,054",0,? 0,2424,
1,4218,Karnataka,Kodagu Inst of Med Sciences,PAEDIATRICS,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",600,
1,4219,Gujarat,"BJMC, Ahmedabad",OBG,AIQ,OBC,"?30,000","? 100,800",1,"?40,00,000",1557,
1,4221,Maharashtra,"Grant Med Coll, Mumbai",PSYCHIATRY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,4222,Karnataka,"Mysore Med Coll, Mysore",OBG,AIQ,OBC,"?1,23,400","? 56,250",1,"?50,00,000",1050,
1,4224,West Bengal,Calcutta National Med Coll,GENERAL MEDICINE,AIQ,EWS,"?12,000","? 61,634",3,"?30,00,000",1470,
1,4226,Gujarat,"GMERS MedCollHosp, Porbander",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 100,800",0,? 0,420,
1,4227,Maharashtra,"Indira Gandhi MedColl, Nagpur",OBG,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",822,
1,4229,Gujarat,"PDU Med Coll, Rajkot",PSYCHIATRY,AIQ,EWS,"?30,000","? 100,800",1,"?40,00,000",750,
1,4231,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DMRD,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,4232,Delhi,"VMMC, Delhi",ORTHOPAEDICS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,4233,West Bengal,"RG Kar Med Coll, Kolkata",GENERAL MEDICINE,AIQ,OBC,"?12,000","? 61,634",3,"?30,00,000",1663,
1,4234,Telangana,"Omega Hosp,Gachibowli,Telangana",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?67,032",0,? 0,200,
1,4235,Andhra Pradesh,"Lalitha SS Hospital, Guntur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 60,900",0,? 0,250,
1,4236,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,4237,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,AIQ,SC,"?54,700","? 126,725",2,"?40,00,000",4500,
1,4238,Karnataka,"St Martha's Hosp, Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?56,250",0,? 0,504,
1,4240,Maharashtra,"DrHedgewarRugnalaya,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?81,000",0,? 0,500,
1,4241,Maharashtra,"Bhaktivedanta Hosp, Thane",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 82,769",0,? 0,200,
1,4242,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 86,000",0,? 0,350,
1,4244,Himachal Pradesh,"RPG, Tanda",OBG,AIQ,GEN,"?24,000","?40,000",2,"?40,00,000",828,
1,4245,Tamil Nadu,"Govt. Mohan Kumaramangalam, Salem",OBG,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1642,
1,4246,Karnataka,"VIMS, Bellary",OBG,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1295,
1,4247,Uttar Pradesh,"KGMU, Lucknow",GENERAL SURGERY,AIQ,EWS,"?54,700","? 126,725",2,"?40,00,000",4500,
