Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,
1,2053,Uttar Pradesh,"IMS(BHU), Varanasi",ENT,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,2054,Odisha,"SUM Ultimate, Bhubaneswar,Odisha",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?70,000",0,? 0,350,
1,2055,West Bengal,Midnapore Medical College,GENERAL MEDICINE,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1051,
1,2056,Kerala,"Govt Med Coll, Kozhikode",OBG,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,2057,Punjab,"Govt Med Coll, Patiala",GENERAL MEDICINE,AIQ,EWS,"?1,25,000","?76,000",2,"?20,00,000",1130,
1,2058,Rajasthan,"SMS, Jaipur",GENERAL SURGERY,AIQ,GEN,"?14,093","?87,216",2,"? 10,000,000",5702,
1,2059,Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?67,032",0,? 0,550,
1,2060,Rajasthan,"Jhalawar Med Coll, Jhalawar",GENERAL MEDICINE,AIQ,GEN,"?89,489","?87,216",2,"? 15,000,000",Info Not Available,
1,2061,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,2062,Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL MEDICINE,AIQ,OBC,"?30,000","? 60,823",0,?0,1170,
1,2063,Jammu and Kashmir,"Govt Med Coll, Srinagar",DERMATOLOGY,AIQ,OBC,"?32,500","? 63,240",0,?0,3120,
1,2065,Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL SURGERY,AIQ,GEN,"?30,000","? 60,823",0,?0,1030,
1,2066,Gujarat,"BJMC, Ahmedabad",PAEDIATRICS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,2067,Delhi,"Shri Balaji Action Med, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 72,000",0,? 0,275,
1,2068,Odisha,"SCB, Cuttack",OBG,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",2106,
1,2069,Maharashtra,"Hiranandani Hosp(Fortis), Vashi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?50,000",0,? 0,150,
1,2070,Chandigarh,"GMC, Chandigarh",GENERAL SURGERY,AIQ,GEN,"?34,500","?1,09,926",0,? 0,967,
1,2071,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL SURGERY,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,2072,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",7285,
1,2073,Tamil Nadu,"GKNM Hospital, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 49,440",0,? 0,750,
1,2076,Delhi,"Lady Hardinge, Delhi",ORTHOPAEDICS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,2077,Kerala,"Medical Trust Hospital, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,575,
1,2078,Delhi,"VMMC, Delhi",GENERAL SURGERY,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2079,Uttar Pradesh,"IMS(BHU), Varanasi",PSYCHIATRY,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,2080,Karnataka,"NarayanaHrudyalaya,Bommasandra",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 56,250",0,? 0,2000,
1,2082,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL SURGERY,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,2083,Maharashtra,"VMMC, Solapur",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",763,
1,2084,Andhra Pradesh,"SV Med Coll, Tirupati",GENERAL MEDICINE,AIQ,EWS,"?30,000","? 60,823",0,?0,940,
1,2085,West Bengal,Midnapore Medical College,GENERAL MEDICINE,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1051,
1,2086,Maharashtra,"Sadhu Vaswani Missions, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 90,000",0,? 0,430,
1,2087,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,OBC,"?12,000","? 61,634",3,"?30,00,000",2300,
1,2089,Karnataka,"Aster CMI Hospital, Bangalore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 56,250",0,? 0,509,
1,2090,Rajasthan,"SMS, Jaipur",PAEDIATRICS,AIQ,GEN,"?14,093","?87,216",2,"? 10,000,000",5702,
1,2091,Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL MEDICINE,AMU,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,2093,Odisha,"PGIMER&CapitalHosp,Bhubaneswar",OBG,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",760,
1,2094,Gujarat,"SAL Hosp & Med Inst, Ahmedabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 81,000",0,? 0,230,
1,2095,Maharashtra,"MPGIMER, Nashik",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",560,
1,2096,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,OBC,"?30,000","? 100,800",1,"?40,00,000",1557,
1,2097,Tamil Nadu,"Billroth Hospital, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 50,923",0,? 0,350,
1,2098,Delhi,"Lady Hardinge, Delhi",OBG,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,2099,Telangana,"Krishna IMS, Secunderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?67,032",0,? 0,675,
1,2100,Karnataka,"Kasturba Med Coll, Manipal",DERMATOLOGY,MNG,GEN,"?28,70,000","? 56,250",0,? 0,2032,
1,2101,Tamil Nadu,Govt Thoothukudi Med Coll,GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1212,
1,2102,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,OBC,"?30,000","? 100,800",1,"?40,00,000",1557,
1,2103,Gujarat,"BJMC, Ahmedabad",PAEDIATRICS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,2105,Tamil Nadu,"GKNM Hospital, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 49,440",0,? 0,750,
1,2106,Jammu and Kashmir,"Govt Med Coll, Srinagar",OBG,AIQ,GEN,"?32,500","? 63,240",0,?0,3120,
1,2107,Kerala,"Baby Memorial, Kozhikode",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,600,
1,2108,Odisha,"MKCG, Berhampur",ORTHOPAEDICS,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",1140,
1,2111,Delhi,"VMMC, Delhi",PSYCHIATRY,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2112,Kerala,"Medical Trust Hospital, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 57,876",0,? 0,575,
1,2113,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",822,
1,2114,Jammu and Kashmir,"Govt Med Coll, Srinagar",GENERAL MEDICINE,AIQ,GEN,"?32,500","? 63,240",0,?0,3120,
1,2115,Haryana,"Asian IMS, Faridabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 58,100",0,? 0,425,
1,2116,Maharashtra,"Seth GS, Mumbai",OBG,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,2117,Karnataka,"KIMS, Hubli",DERMATOLOGY,AIQ,OBC,"?1,23,400","? 56,250",1,"?50,00,000",1200,
1,2119,Karnataka,Karwar Inst of Med Sciences,GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",650,
1,2121,Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL MEDICINE,AMU,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,2122,Delhi,"VMMC, Delhi",PAEDIATRICS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2123,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,AIQ,OBC,"?1,01,500","? 75,444",1,"?10,00,000",1135,
1,2125,Chandigarh,"GMC, Chandigarh",ANAESTHESIOLOGY,AIQ,GEN,"?34,500","?1,09,926",0,? 0,967,
1,2126,Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AIQ,GEN,"?30,000","? 60,823",0,?0,707,
1,2127,Maharashtra,"Govt Med Coll, Miraj",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",725,
1,2128,Tamil Nadu,Govt Dharmapuri Med Coll,GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",Info Not Available,
1,2129,Delhi,"Deen Dayal Upadhyay, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 126,927",1,"?20,00,000",640,
1,2130,Karnataka,"Shimoga IMS, Shimoga",DERMATOLOGY,AIQ,EWS,"?1,23,400","? 56,250",1,"?50,00,000",950,
1,2131,Maharashtra,"Govt Med Coll, Latur",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",750,
1,2132,Delhi,"VMMC, Delhi",OBG,AIQ,OBC,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2133,Maharashtra,"Govt Med Coll, Nanded",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",750,
1,2134,Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 94,000",0,? 0,360,
1,2135,Maharashtra,"MGIMS, Wardha",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",1000,
1,2136,Telangana,"Govt Med Coll, Nizamabad",GENERAL MEDICINE,AIQ,EWS,"?15,000","? 67,032",1,"? 2,000,000",500,
1,2137,Kerala,"Medical College, Trivandrum",GENERAL SURGERY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,2138,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
1,2139,Tamil Nadu,"Stanley Med Coll, Chennai",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,2140,Delhi,"ESI, Basaidarpur, Delhi",PAEDIATRICS,AIQ,GEN,"?2,50,000","?1,30,846",2,"?10,00,000",600,
1,2142,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,AIQ,OBC,"?1,25,000","?76,000",2,"?20,00,000",1130,
1,2143,Delhi,"VMMC, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2144,Maharashtra,"Breach Candy Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?89,489",0,? 0,213,
1,2145,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",RADIO DIAGNOSIS,AIQ,OBC,"?30,000","? 60,823",0,?0,715,
1,2146,Delhi,"VMMC, Delhi",GENERAL SURGERY,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2147,Delhi,"VMMC, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2148,Haryana,"Fortis Memorial RI, Gurgaon",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 57,000",0,? 0,300,
1,2149,Uttar Pradesh,"Govt IMS, Greater Noida",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 110,646",0,?0,500,
1,2150,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL MEDICINE,AIQ,OBC,"?24,000","?1,10,646",2,"?40,00,000",1090,
1,2151,Uttar Pradesh,"Apollomedics SS Hosp, Lucknow",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 80,000",0,? 0,300,
1,2153,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,OBC,"?30,000","? 100,800",1,"?40,00,000",1250,
1,2154,Delhi,"MAMC, Delhi",PAEDIATRICS,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,2155,Madhya Pradesh,"Bombay Hospital, Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 75,444",0,? 0,350,
1,2156,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,AIQ,GEN,"?1,25,000","?1,04,346",0,?0,2080,
1,2157,Uttar Pradesh,"Dr RML IMS, Lucknow",PAEDIATRICS,AIQ,GEN,"?35,000","? 126,726",2,"?40,00,000",1368,
1,2158,Gujarat,"Govt Med Coll, Surat",GENERAL SURGERY,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1150,
1,2159,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",GENERAL MEDICINE,AIQ,EWS,"?30,000","? 60,823",0,?0,1450,
1,2160,Delhi,"Lady Hardinge, Delhi",ORTHOPAEDICS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,2161,Rajasthan,"Eternal HeartCare Cent, Jaipur",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 64,584",0,? 0,225,
1,2162,Delhi,"VMMC, Delhi",ORTHOPAEDICS,AIQ,EWS,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2163,Bihar,"Nalanda Med Coll, Patna",GENERAL MEDICINE,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",750,
1,2164,Telangana,"NIMS Hospital, Hyderabad",DNBNUCLEAR MEDICINE,DNB Post MBBS,OBC,"? 125,000","? 114,945",1,"? 2,000,000",1500,
1,2165,Karnataka,"Chamrajanagar IMS, Karnataka",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",750,
1,2166,Telangana,"Yashoda Hosp,SPRd,Secunderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 67,032",0,? 0,1026,
1,2167,Bihar,"Darbhanga, Lehriasarai",RADIO DIAGNOSIS,AIQ,OBC,"?9,000","? 82,000",2,"?25,00,000",1030,
1,2168,Maharashtra,"Hiranandani Hosp(Fortis), Vashi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?50,000",0,? 0,150,
1,2169,Delhi,"Max SS Hosp,ShalimarBagh,Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 60,000",0,? 0,402,
1,2170,Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,AIQ,OBC,"?24,000","?40,000",2,"?40,00,000",1031,
1,2171,Andhra Pradesh,"Govt Siddhartha, Vijaywada",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 60,823",0,?0,707,
1,2172,Maharashtra,"Govt Med Coll, Nanded",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",750,
1,2173,Maharashtra,"Ruby Hall Clinic, Pune",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 89,698",0,? 0,600,
1,2174,Kerala,"Govt Med Coll, Kottayam",PAEDIATRICS,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",2094,
1,2175,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 60,823",0,?0,715,
1,2176,Karnataka,"Mysore Med Coll, Mysore",GENERAL SURGERY,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1050,
1,2177,Madhya Pradesh,"Choithram Hospital, Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 75,444",0,? 0,350,
1,2178,Kerala,"Govt Med Coll, Kozhikode",OBG,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,2180,Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",OBG,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1177,
1,2181,Karnataka,"Manipal Hosp, Whitefield",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","?56,250",0,? 0,162,
1,2182,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBPLASTIC SURGERY 6 YRS,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,2183,Delhi,"MaxSmart SS(SaketCityH),Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?60,000",0,? 0,250,
1,2184,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,SC,"?30,000","? 100,800",1,"?40,00,000",1557,
1,2185,Odisha,"MKCG, Berhampur",RADIO DIAGNOSIS,AIQ,OBC,"?35,000","? 73,042",2,"?55,09,464",1140,
1,2186,Maharashtra,"Poona Hospital & RC, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 94,200",0,? 0,300,
1,2187,West Bengal,"Apollo Gleneagles, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","?61,634",0,? 0,750,
1,2188,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 60,823",0,?0,500,
1,2189,Tamil Nadu,"Kanyakumari Med Coll, Asaripallam",GENERAL MEDICINE,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",840,
1,2190,Himachal Pradesh,"RPG, Tanda",GENERAL MEDICINE,AIQ,GEN,"?24,000","?40,000",2,"?40,00,000",828,
1,2191,Chandigarh,"GMC, Chandigarh",GENERAL SURGERY,AIQ,GEN,"?34,500","?1,09,926",0,? 0,967,
1,2193,Gujarat,"GMERS MedColl Hosp,Himmatnagar",DNBDERMATOLOGY,DNB Post MBBS,GEN,"? 125,000","? 100,800",0,? 0,750,
1,2194,Tamil Nadu,"Stanley Med Coll, Chennai",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,2195,Maharashtra,"Apollo Hospital, Navi Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 89,000",0,? 0,473,
1,2196,West Bengal,"IPGMER, Kolkata",ORTHOPAEDICS,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,2197,Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,AIQ,GEN,"?27,300","?55,200",2,"?20,00,000",1365,
1,2199,West Bengal,Bankura Sammilani Med Coll,DERMATOLOGY,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",1441,
1,2200,Tamil Nadu,"SRMC & RI, Chennai",GENERAL MEDICINE,MNG,GEN,"?32,00,000","? 48,000",0,? 0,1800,
1,2201,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,OBC,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,2202,Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL MEDICINE,AIQ,OBC,"?24,000","?1,10,646",2,"?40,00,000",Info Not Available,
1,2204,Uttar Pradesh,"KGMU, Lucknow",OBG,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,2205,Tamil Nadu,"Stanley Med Coll, Chennai",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,2206,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL MEDICINE,AIQ,GEN,"?20,000","? 67,500",2,"?50,00,000",1246,
1,2207,Telangana,"Kakatiya Med Coll, Warangal",GENERAL MEDICINE,AIQ,OBC,"?15,000","? 67,032",1,"? 2,000,000",1150,
1,2208,Haryana,"ESIC Med Coll, Faridabad",OBG,AIQ,GEN,"?2,50,000","?1,15,853",2,"?10,00,000",625,
1,2209,Delhi,"MAMC, Delhi",PAEDIATRICS,AIQ,OBC,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,2210,Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",940,
1,2211,Gujarat,"Medical College, Baroda",OBG,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1250,
1,2212,Karnataka,"KIMS, Hubli",PAEDIATRICS,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1200,
1,2213,Delhi,"Holy Family Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 82,150",0,? 0,345,
1,2214,Maharashtra,"BARC Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 96,000",0,? 0,390,
1,2216,Punjab,"Govt Med Coll, Patiala",PAEDIATRICS,AIQ,GEN,"?1,25,000","?76,000",2,"?20,00,000",1130,
1,2218,Rajasthan,"Jhalawar Med Coll, Jhalawar",GENERAL MEDICINE,AIQ,GEN,"?89,489","?87,216",2,"? 15,000,000",Info Not Available,
1,2219,Maharashtra,"MGIMS, Wardha",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",1000,
1,2220,Telangana,"AIG Hospital, Hyderabad",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 67,032",0,? 0,720,
1,2221,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",822,
1,2222,Gujarat,"MP Shah, Jamnagar",PAEDIATRICS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1250,
1,2224,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",GENERAL MEDICINE,AIQ,OBC,"?30,000","? 60,823",0,?0,1450,
1,2225,Maharashtra,"Grant Med Coll, Mumbai",ORTHOPAEDICS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,2226,Tamil Nadu,"Madras Med Coll, Chennai",TBRD,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,2228,Maharashtra,"Holy Family Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 85,000",0,? 0,268,
1,2229,Uttar Pradesh,"SN Med Coll, Agra",GENERAL MEDICINE,AIQ,GEN,"?24,000","?1,10,646",2,"?40,00,000",976,
1,2230,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",GENERAL MEDICINE,AIQ,OBC,"?30,000","? 60,823",0,?0,1450,
1,2231,Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,AIQ,GEN,"?27,300","?55,200",2,"?20,00,000",1365,
1,2232,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",GENERAL MEDICINE,AIQ,GEN,"?1,01,500","? 75,444",1,"?10,00,000",750,
1,2233,Rajasthan,"RNT, Udaipur",GENERAL MEDICINE,AIQ,OBC,"?14,093","?87,216",2,"? 15,000,000",2206,
1,2234,Tamil Nadu,"GKNM Hospital, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 49,440",0,? 0,750,
1,2235,Delhi,"Rajiv Gandhi Cancer Inst,Delhi",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 73,000",0,? 0,498,
1,2237,Bihar,"Patna Med Coll, Patna",GENERAL MEDICINE,AIQ,EWS,"?9,000","? 82,000",2,"?25,00,000",1748,
1,2238,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,SC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,2239,Maharashtra,"Pimpri Chinchwad, Pimpri",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",750,
1,2240,Uttar Pradesh,"SN Med Coll, Agra",GENERAL MEDICINE,AIQ,GEN,"?24,000","?1,10,646",2,"?40,00,000",976,
1,2241,Haryana,"Metro Heart Inst, Faridabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 90,208",0,? 0,400,
1,2242,Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 86,000",0,? 0,350,
1,2243,Gujarat,"PDU Med Coll, Rajkot",GENERAL MEDICINE,AIQ,EWS,"?30,000","? 100,800",1,"?40,00,000",750,
1,2244,Delhi,"VMMC, Delhi",ENT,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2245,Karnataka,"Bidar IMS, Bidar",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",500,
1,2247,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 48,000",0,? 0,1650,
1,2249,Gujarat,"BJMC, Ahmedabad",PAEDIATRICS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,2250,Uttar Pradesh,"KGMU, Lucknow",OBG,AIQ,GEN,"?54,700","? 126,725",2,"?40,00,000",4500,
1,2251,Assam,"Gauhati Med Coll, Guwahati",RADIO DIAGNOSIS,AIQ,OBC,"?27,300","?55,200",2,"?20,00,000",2185,
1,2252,Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBRADIO DIAGNOSIS,DNB Post MBBS,OBC,"? 125,000","? 109,926",0,? 0,500,
1,2253,Delhi,"MAMC, Delhi",OPHTHALMOLOGY,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,2254,Uttar Pradesh,"Yatharth SS, Omega 1,GreatrNoida",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"? 125,000","? 80,000",0,? 0,400,
1,2255,Maharashtra,"Sri Bhausaheb, Dhule",GENERAL MEDICINE,AIQ,EWS,"?1,57,100","? 93,559",1,"? 5,000,000",545,
1,2256,Delhi,"Lady Hardinge, Delhi",OBG,AIQ,OBC,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,2257,Maharashtra,"Govt Med Coll, Miraj",GENERAL MEDICINE,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",725,
1,2259,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PAEDIATRICS,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,2260,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,"? 3,000","? 100,706",0,? 0,643,
1,2261,Delhi,"VMMC, Delhi",ORTHOPAEDICS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,2262,Rajasthan,"SNMC, Jodhpur",OBG,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",3101,
1,2263,Rajasthan,"SMS, Jaipur",PAEDIATRICS,AIQ,GEN,"?14,093","?87,216",2,"? 10,000,000",5702,
